acc_id,frequency,recency,T,monetary_value,p_alive,predicted_clv_6m,r_score,f_score,m_score,rfm_total,rfm_segment
20586,1.0,175.0,462.0,29250.0,0.3485085199211757,9464.164094866652,3,3,5,11.0,Loyal
21274,1.0,367.0,514.0,4500.0,0.5935512614133307,2259.712476633137,3,3,3,9.0,Need Attention
21417,1.0,32.0,313.0,120000.0,0.11848558212871654,18365.63259229723,3,3,5,11.0,Loyal
22703,0.0,0.0,301.0,0.0,1.0,1.5328247110882047,3,1,1,5.0,Need Attention
24360,5.0,495.0,504.0,9300.0,0.9386765798926189,17274.61525096821,3,5,4,12.0,Loyal
25259,0.0,0.0,231.0,0.0,1.0,1.885837523013537,3,1,1,5.0,Need Attention
25389,0.0,0.0,317.0,0.0,1.0,1.470143610118981,3,1,1,5.0,Need Attention
25908,0.0,0.0,496.0,0.0,1.0,1.0101377815304082,3,1,1,5.0,Need Attention
26269,1.0,364.0,422.0,10500.0,0.6688167410191147,7052.5847983752265,3,3,4,10.0,Loyal
26599,0.0,0.0,483.0,0.0,1.0,1.0335603864185987,3,1,1,5.0,Need Attention
27406,2.0,321.0,345.0,78600.0,0.8367930926667146,97836.81605921043,3,4,5,12.0,Loyal
27430,1.0,367.0,443.0,10500.0,0.6533698274949725,6606.818918587624,3,3,4,10.0,Loyal
27632,0.0,0.0,533.0,0.0,1.0,0.9489640532421098,3,1,1,5.0,Need Attention
27868,0.0,0.0,259.0,0.0,1.0,1.7264778240236274,3,1,1,5.0,Need Attention
28795,5.0,450.0,477.0,31560.0,0.9249580769383771,60647.52566092167,3,5,5,13.0,Champions
28799,0.0,0.0,336.0,0.0,1.0,1.4021316865892115,3,1,1,5.0,Need Attention
28962,0.0,0.0,329.0,0.0,1.0,1.4264350715871779,3,1,1,5.0,Need Attention
29063,1.0,54.0,377.0,90000.0,0.13937926416704527,13868.615464987239,3,3,5,11.0,Loyal
53590,0.0,0.0,205.0,0.0,1.0,2.063262785203216,3,1,1,5.0,Need Attention
61404,3.0,343.0,504.0,295000.0,0.7152168514843059,287584.04960208305,3,5,5,13.0,Champions
61936,0.0,0.0,345.0,0.0,1.0,1.3720884334989905,3,1,1,5.0,Need Attention
62708,2.0,357.0,521.0,7120.0,0.6962301664947218,5162.548985625428,3,4,4,11.0,Loyal
62753,2.0,8.0,237.0,20250.0,0.03922481551421692,1605.9710644675715,3,4,5,12.0,Loyal
62759,1.0,371.0,514.0,10500.0,0.5979344478636539,5309.883597910541,3,3,4,10.0,Loyal
63144,1.0,90.0,531.0,4500.0,0.14164228754600056,523.979325440286,3,3,3,9.0,Need Attention
64212,2.0,404.0,431.0,360000.0,0.8388664670243102,371365.8488408283,3,4,5,12.0,Loyal
64219,0.0,0.0,422.0,0.0,1.0,1.1598846778972867,3,1,1,5.0,Need Attention
64886,2.0,423.0,528.0,4500.0,0.7745074861096796,3587.337616779729,3,4,3,10.0,Loyal
65221,1.0,375.0,510.0,10500.0,0.605485489039181,5414.065095668338,3,3,4,10.0,Loyal
65888,0.0,0.0,211.0,0.0,1.0,2.0193584814131125,3,1,1,5.0,Need Attention
66193,0.0,0.0,310.0,0.0,1.0,1.496916080396153,3,1,1,5.0,Need Attention
66242,0.0,0.0,232.0,0.0,1.0,1.8796318067252813,3,1,1,5.0,Need Attention
66450,0.0,0.0,272.0,0.0,1.0,1.6614288817843688,3,1,1,5.0,Need Attention
66581,7.0,375.0,438.0,27342.85714285714,0.8877433353521124,71588.88661563012,3,5,5,13.0,Champions
66633,0.0,0.0,478.0,0.0,1.0,1.0428629717669806,3,1,1,5.0,Need Attention
67095,0.0,0.0,472.0,0.0,1.0,1.0542511331860056,3,1,1,5.0,Need Attention
67215,1.0,374.0,503.0,4500.0,0.610097271798731,2367.3493992557155,3,3,3,9.0,Need Attention
67592,0.0,0.0,461.0,0.0,1.0,1.0757935126416471,3,1,1,5.0,Need Attention
68564,4.0,396.0,457.0,10500.0,0.8756378098842728,16722.712537092426,3,5,4,12.0,Loyal
68702,0.0,0.0,428.0,0.0,1.0,1.146095058420178,3,1,1,5.0,Need Attention
70122,0.0,0.0,324.0,0.0,1.0,1.4443232819653706,3,1,1,5.0,Need Attention
70155,0.0,0.0,497.0,0.0,1.0,1.0083802282173182,3,1,1,5.0,Need Attention
70246,2.0,226.0,367.0,52500.0,0.6460675871373396,47884.64495706847,3,4,5,12.0,Loyal
70459,0.0,0.0,267.0,0.0,1.0,1.6858499771720559,3,1,1,5.0,Need Attention
71304,0.0,0.0,346.0,0.0,1.0,1.3688304553380244,3,1,1,5.0,Need Attention
71471,2.0,391.0,394.0,43500.0,0.8580114162347865,49593.764362043585,3,4,5,12.0,Loyal
71584,0.0,0.0,141.0,0.0,1.0,2.691573445806752,3,1,1,5.0,Need Attention
73143,3.0,285.0,342.0,8880.0,0.8391382591585642,14207.654900705002,3,5,4,12.0,Loyal
73159,0.0,0.0,128.0,0.0,1.0,2.870868584882593,3,1,1,5.0,Need Attention
73265,1.0,315.0,478.0,10500.0,0.5620069311104857,5319.198704028135,3,3,4,10.0,Loyal
73908,1.0,99.0,527.0,73500.0,0.1592222406955468,9679.922396804734,3,3,5,11.0,Loyal
74269,1.0,191.0,500.0,10500.0,0.3480107151584081,3166.4689117935213,3,3,4,10.0,Loyal
74301,1.0,367.0,489.0,10500.0,0.6141036320047846,5697.7056339073815,3,3,4,10.0,Loyal
75016,1.0,206.0,384.0,192856.514019,0.48483814015516047,101773.59532580746,3,3,5,11.0,Loyal
75181,4.0,260.0,432.0,10500.0,0.5951116181958103,11938.292364584775,3,5,4,12.0,Loyal
75258,0.0,0.0,220.0,0.0,1.0,1.9569622828628257,3,1,1,5.0,Need Attention
75754,1.0,363.0,426.0,4500.0,0.6642258793835171,2978.4631815422104,3,3,3,9.0,Need Attention
76019,2.0,240.0,302.0,10500.0,0.7766776871935572,13556.00937038624,3,4,4,11.0,Loyal
76385,3.0,242.0,391.0,13800.0,0.654260042659841,15359.58998798087,3,5,5,13.0,Champions
77119,0.0,0.0,378.0,0.0,1.0,1.2722407346210123,3,1,1,5.0,Need Attention
77369,2.0,371.0,448.0,288000.0,0.7904115587777517,270671.8609844838,3,4,5,12.0,Loyal
77780,0.0,0.0,409.0,0.0,1.0,1.1909413748789093,3,1,1,5.0,Need Attention
77900,6.0,461.0,519.0,90000.0,0.9060568850266157,182059.96079885893,3,5,5,13.0,Champions
77955,0.0,0.0,14.0,0.0,1.0,7.328469565650523,3,1,1,5.0,Need Attention
78362,0.0,0.0,521.0,0.0,1.0,0.9679709834146331,3,1,1,5.0,Need Attention
78461,3.0,218.0,231.0,10500.0,0.8895323706077727,24543.845837654706,3,5,4,12.0,Loyal
78753,1.0,404.0,455.0,10500.0,0.6792091250171209,6710.718003457557,3,3,4,10.0,Loyal
78855,2.0,221.0,329.0,7500.0,0.6959190384287208,8080.7710980008005,3,4,4,11.0,Loyal
79078,1.0,147.0,391.0,30000.0,0.3539955112543218,11383.558922705406,3,3,5,11.0,Loyal
79130,0.0,0.0,286.0,0.0,1.0,1.596717874934395,3,1,1,5.0,Need Attention
79246,1.0,389.0,468.0,300000.0,0.6542880649383895,180184.72145016384,3,3,5,11.0,Loyal
79577,0.0,0.0,295.0,0.0,1.0,1.5577498660333133,3,1,1,5.0,Need Attention
80563,14.0,477.0,490.0,122785.71428571429,0.9713420619760941,589271.2989283958,3,5,5,13.0,Champions
80742,0.0,0.0,412.0,0.0,1.0,1.1836264564166856,3,1,1,5.0,Need Attention
84269,0.0,0.0,313.0,0.0,1.0,1.4853221877694138,3,1,1,5.0,Need Attention
84698,8.0,446.0,503.0,10500.0,0.9117230187356657,28012.882148102148,3,5,4,12.0,Loyal
87005,0.0,0.0,275.0,0.0,1.0,1.647117917974599,3,1,1,5.0,Need Attention
87816,3.0,395.0,458.0,10500.0,0.8524017816899992,13273.496272823575,3,5,4,12.0,Loyal
88186,0.0,0.0,429.0,0.0,1.0,1.1438288641667695,3,1,1,5.0,Need Attention
88218,0.0,0.0,233.0,0.0,1.0,1.8734675405622694,3,1,1,5.0,Need Attention
88636,0.0,0.0,231.0,0.0,1.0,1.885837523013537,3,1,1,5.0,Need Attention
89060,1.0,364.0,479.0,10500.0,0.6192441614556806,5850.233737149599,3,3,4,10.0,Loyal
89093,0.0,0.0,77.0,0.0,1.0,3.9050524705007867,3,1,1,5.0,Need Attention
89166,0.0,0.0,282.0,0.0,1.0,1.6146790576538343,3,1,1,5.0,Need Attention
91175,0.0,0.0,407.0,0.0,1.0,1.195868872608638,3,1,1,5.0,Need Attention
92431,0.0,0.0,407.0,0.0,1.0,1.195868872608638,3,1,1,5.0,Need Attention
92612,0.0,0.0,281.0,0.0,1.0,1.6192335930149528,3,1,1,5.0,Need Attention
92934,1.0,169.0,506.0,4500.0,0.3026666641814042,1168.3072222576131,3,3,3,9.0,Need Attention
93686,0.0,0.0,265.0,0.0,1.0,1.6958237998886436,3,1,1,5.0,Need Attention
94084,1.0,455.0,507.0,4500.0,0.6827841943897061,2631.004866094417,3,3,3,9.0,Need Attention
95187,2.0,242.0,304.0,28200.0,0.7773156442048009,36236.71877919413,3,4,5,12.0,Loyal
95297,14.0,477.0,490.0,81642.85714285714,0.9713420619760941,391819.4282957837,3,5,5,13.0,Champions
95445,1.0,308.0,391.0,3600.0,0.635158421725987,2452.526514080063,3,3,3,9.0,Need Attention
97358,0.0,0.0,331.0,0.0,1.0,1.419404692430421,3,1,1,5.0,Need Attention
97490,5.0,394.0,512.0,10500.0,0.8047742295334053,16489.00617297488,3,5,4,12.0,Loyal
97663,1.0,371.0,524.0,10500.0,0.5899056937578027,5150.3033651857495,3,3,4,10.0,Loyal
97791,0.0,0.0,303.0,0.0,1.0,1.5246949613120286,3,1,1,5.0,Need Attention
98342,1.0,60.0,297.0,10500.0,0.21267779523118285,3012.135032977034,3,3,4,10.0,Loyal
100143,1.0,350.0,482.0,10500.0,0.6010837589110847,5647.747904437992,3,3,4,10.0,Loyal
101022,0.0,0.0,22.0,0.0,1.0,6.565536782159945,3,1,1,5.0,Need Attention
101422,0.0,0.0,230.0,0.0,1.0,1.8920851152904412,3,1,1,5.0,Need Attention
101568,0.0,0.0,542.0,0.0,1.0,0.9351943871567701,3,1,1,5.0,Need Attention
101668,0.0,0.0,397.0,0.0,1.0,1.2211366676397464,3,1,1,5.0,Need Attention
101778,0.0,0.0,42.0,0.0,1.0,5.238940038139575,3,1,1,5.0,Need Attention
102198,8.0,507.0,513.0,30000.0,0.9616151781024079,82949.4097052605,3,5,5,13.0,Champions
103132,3.0,404.0,406.0,17000.0,0.9053769471772369,25347.912978195658,3,5,5,13.0,Champions
103197,4.0,436.0,459.0,10500.0,0.913641902451737,17381.77940775207,3,5,4,12.0,Loyal
103470,0.0,0.0,224.0,0.0,1.0,1.9304746730939373,3,1,1,5.0,Need Attention
105094,1.0,467.0,505.0,12000.0,0.6938090375658126,7151.601281673524,3,3,5,11.0,Loyal
106177,0.0,0.0,190.0,0.0,1.0,2.1820636315962383,3,1,1,5.0,Need Attention
108123,1.0,189.0,196.0,4500.0,0.7102183471646534,5981.101723431793,3,3,3,9.0,Need Attention
109920,1.0,363.0,395.0,4500.0,0.6921711996728379,3311.50276351658,3,3,3,9.0,Need Attention
110469,16.0,515.0,535.0,0.0,0.9686717387421329,0.7965636636385393,3,5,1,9.0,Need Attention
110778,1.0,119.0,325.0,360000.0,0.3556890774055548,160330.13253575462,3,3,5,11.0,Loyal
113498,0.0,0.0,333.0,0.0,1.0,1.4124440776524576,3,1,1,5.0,Need Attention
113632,2.0,197.0,409.0,20250.0,0.4976269685459263,12966.919265917039,3,4,5,12.0,Loyal
113777,0.0,0.0,84.0,0.0,1.0,3.7189969115366477,3,1,1,5.0,Need Attention
114028,2.0,380.0,491.0,30000.0,0.7591051998234135,24989.492496291645,3,4,5,12.0,Loyal
114045,1.0,310.0,361.0,30000.0,0.668040901131739,22985.7457387558,3,3,5,11.0,Loyal
114154,1.0,381.0,496.0,10500.0,0.6231802479460632,5710.302032046747,3,3,4,10.0,Loyal
114202,10.0,515.0,537.0,30000.0,0.9579364784961664,96477.19878489854,3,5,5,13.0,Champions
114341,1.0,368.0,534.0,4500.0,0.5786506893968886,2129.97003571851,3,3,3,9.0,Need Attention
114573,0.0,0.0,316.0,0.0,1.0,1.4739087321026774,3,1,1,5.0,Need Attention
114768,2.0,363.0,483.0,7500.0,0.7451663439145528,6222.755434186931,3,4,4,11.0,Loyal
116891,0.0,0.0,308.0,0.0,1.0,1.5047477326590206,3,1,1,5.0,Need Attention
117661,6.0,456.0,518.0,22300.0,0.9011328869226397,44943.048323220246,3,5,5,13.0,Champions
117700,0.0,0.0,399.0,0.0,1.0,1.2159972693286125,3,1,1,5.0,Need Attention
119514,0.0,0.0,337.0,0.0,1.0,1.398727987796928,3,1,1,5.0,Need Attention
120232,2.0,261.0,355.0,10500.0,0.7390657230809698,11269.618125415349,3,4,4,11.0,Loyal
121259,1.0,421.0,521.0,30000.0,0.6427099053687905,16111.272762885188,3,3,5,11.0,Loyal
121614,0.0,0.0,513.0,0.0,1.0,0.9810737061428121,3,1,1,5.0,Need Attention
122064,1.0,20.0,458.0,30000.0,0.048025328991409905,1347.7795408271788,3,3,5,11.0,Loyal
122396,3.0,334.0,435.0,10500.0,0.7945776355107594,12942.610729804515,3,5,4,12.0,Loyal
122839,0.0,0.0,346.0,0.0,1.0,1.3688304553380244,3,1,1,5.0,Need Attention
123231,18.0,512.0,513.0,5136.666666666667,0.9839196521922499,30279.92289190802,3,5,4,12.0,Loyal
123759,0.0,0.0,343.0,0.0,1.0,1.378651664219074,3,1,1,5.0,Need Attention
124752,3.0,390.0,503.0,9000.0,0.7981710323198605,9809.501048682183,3,5,4,12.0,Loyal
125228,0.0,0.0,339.0,0.0,1.0,1.391970487689607,3,1,1,5.0,Need Attention
125628,0.0,0.0,286.0,0.0,1.0,1.596717874934395,3,1,1,5.0,Need Attention
125660,3.0,241.0,471.0,25000.0,0.49167357806408835,17786.139327545818,3,5,5,13.0,Champions
127013,0.0,0.0,141.0,0.0,1.0,2.691573445806752,3,1,1,5.0,Need Attention
127358,106.0,537.0,538.0,12228.67924528302,0.9968237077850646,391101.22625628323,3,5,5,13.0,Champions
127375,0.0,0.0,422.0,0.0,1.0,1.1598846778972867,3,1,1,5.0,Need Attention
129075,2.0,327.0,482.0,74250.0,0.6922678027742151,57327.61984559303,3,4,5,12.0,Loyal
129602,0.0,0.0,350.0,0.0,1.0,1.3559534760832106,3,1,1,5.0,Need Attention
129954,2.0,445.0,447.0,10500.0,0.8589919573755236,10746.62844413787,3,4,4,11.0,Loyal
132179,1.0,358.0,477.0,4500.0,0.614360978934318,2497.390199649628,3,3,3,9.0,Need Attention
132650,0.0,0.0,45.0,0.0,1.0,5.087449509360594,3,1,1,5.0,Need Attention
133809,1.0,199.0,510.0,90000.0,0.35466954196261924,27177.146638632337,3,3,5,11.0,Loyal
134431,0.0,0.0,461.0,0.0,1.0,1.0757935126416471,3,1,1,5.0,Need Attention
134573,0.0,0.0,212.0,0.0,1.0,2.012225775742602,3,1,1,5.0,Need Attention
134852,1.0,514.0,541.0,4500.0,0.7034814516169119,2559.7749613813075,3,4,4,11.0,Loyal
135337,1.0,245.0,303.0,3960.0,0.6474256429010548,3403.37489671494,3,4,3,10.0,Loyal
135619,3.0,427.0,539.0,119000.0,0.8093458270969426,123673.41094953836,3,5,5,13.0,Champions
136538,1.0,446.0,448.0,4500.0,0.7200765824624981,3091.3763053621083,3,4,4,11.0,Loyal
137645,3.0,439.0,446.0,4500.0,0.902012297383821,6161.830733668062,3,5,4,12.0,Loyal
139560,4.0,496.0,511.0,30000.0,0.9208650196632487,45527.98199643781,3,5,5,13.0,Champions
139755,0.0,0.0,484.0,0.0,1.0,1.0317198862364756,3,1,1,5.0,Need Attention
140168,0.0,0.0,351.0,0.0,1.0,1.3527724081594659,3,1,1,5.0,Need Attention
140870,0.0,0.0,440.0,0.0,1.0,1.1194841931598025,3,1,1,5.0,Need Attention
142174,0.0,0.0,250.0,0.0,1.0,1.7746309631647335,3,1,1,5.0,Need Attention
143700,1.0,10.0,478.0,10500.0,0.032305148758404664,305.75691490068186,3,4,4,11.0,Loyal
144311,0.0,0.0,374.0,0.0,1.0,1.2835548930034262,3,1,1,5.0,Need Attention
144916,1.0,255.0,478.0,90000.0,0.4762069167083858,38624.28663299904,3,4,5,12.0,Loyal
145121,2.0,466.0,527.0,9870.0,0.8165385259101153,8307.914637758435,3,4,4,11.0,Loyal
145259,0.0,0.0,87.0,0.0,1.0,3.644812821198421,3,1,1,5.0,Need Attention
145454,1.0,293.0,433.0,1200.0,0.5742889728449164,678.1796973164354,3,4,3,10.0,Loyal
145492,0.0,0.0,304.0,0.0,1.0,1.5206627635385843,3,1,1,5.0,Need Attention
146118,0.0,0.0,25.0,0.0,1.0,6.321764253048682,3,1,1,5.0,Need Attention
146484,0.0,0.0,125.0,0.0,1.0,2.915810603993757,3,1,1,5.0,Need Attention
146815,0.0,0.0,258.0,0.0,1.0,1.7316966506006186,3,1,1,5.0,Need Attention
146816,2.0,371.0,520.0,4500.0,0.7178195654520403,3370.109516533204,3,4,4,11.0,Loyal
147005,10.0,491.0,506.0,27690.0,0.9625026203533084,94349.75356063369,3,5,5,13.0,Champions
148081,0.0,0.0,62.0,0.0,1.0,4.3782615786815775,3,1,1,5.0,Need Attention
148357,0.0,0.0,276.0,0.0,1.0,1.6424030374489527,3,1,1,5.0,Need Attention
148640,0.0,0.0,346.0,0.0,1.0,1.3688304553380244,3,1,1,5.0,Need Attention
148657,0.0,0.0,120.0,0.0,1.0,2.9940406832415825,3,1,1,5.0,Need Attention
149366,2.0,259.0,323.0,10500.0,0.7796727224957255,12870.264089802835,3,4,4,11.0,Loyal
149970,1.0,369.0,511.0,10500.0,0.5981812125118678,5339.535487610498,3,4,4,11.0,Loyal
150525,3.0,101.0,534.0,23500.0,0.041276455375807576,1255.9887494195902,3,5,5,13.0,Champions
151988,1.0,368.0,405.0,10500.0,0.6880332218002484,7515.853260822846,3,4,4,11.0,Loyal
152774,1.0,391.0,483.0,4500.0,0.6439259708266131,2589.1209822757423,3,4,4,11.0,Loyal
154276,0.0,0.0,202.0,0.0,1.0,2.085954375624632,3,1,1,5.0,Need Attention
154578,1.0,376.0,451.0,9240.0,0.6556611087283519,5744.757651712047,3,4,4,11.0,Loyal
155108,0.0,0.0,301.0,0.0,1.0,1.5328247110882047,3,1,1,5.0,Need Attention
155657,0.0,0.0,270.0,0.0,1.0,1.6711106169562935,3,1,1,5.0,Need Attention
156732,1.0,26.0,385.0,168000.0,0.07486004758186829,13658.535394047038,3,4,5,12.0,Loyal
156793,1.0,397.0,491.0,15500.0,0.6433475613700451,8779.280522377017,3,4,5,12.0,Loyal
156832,0.0,0.0,479.0,0.0,1.0,1.0409889886213552,3,1,1,5.0,Need Attention
157137,1.0,188.0,505.0,10500.0,0.338659115390605,3054.5505727290847,3,4,4,11.0,Loyal
157483,0.0,0.0,307.0,0.0,1.0,1.5086947709781822,3,1,1,5.0,Need Attention
158112,8.0,520.0,526.0,19741.822429875,0.9616974986528559,53385.95535626959,3,5,5,13.0,Champions
158279,0.0,0.0,252.0,0.0,1.0,1.7636957186870403,3,1,1,5.0,Need Attention
158483,1.0,340.0,498.0,11700.0,0.5757769077266066,5858.0259357711275,3,4,4,11.0,Loyal
158583,0.0,0.0,265.0,0.0,1.0,1.6958237998886436,3,1,1,5.0,Need Attention
159553,1.0,363.0,392.0,10500.0,0.694908423089495,7805.469938888879,3,4,4,11.0,Loyal
159682,4.0,341.0,441.0,20250.0,0.8108135246035607,30808.81255302203,3,5,5,13.0,Champions
160769,4.0,330.0,535.0,38156.2523365,0.6094827777739127,36791.07822524657,3,5,5,13.0,Champions
160824,0.0,0.0,345.0,0.0,1.0,1.3720884334989905,3,1,1,5.0,Need Attention
161727,0.0,0.0,119.0,0.0,1.0,3.010211445701099,3,1,1,5.0,Need Attention
162424,8.0,406.0,534.0,45000.0,0.7468196496572606,93232.60598655262,3,5,5,13.0,Champions
162439,0.0,0.0,43.0,0.0,1.0,5.18738400143134,3,1,1,5.0,Need Attention
163119,0.0,0.0,267.0,0.0,1.0,1.6858499771720559,3,1,1,5.0,Need Attention
164183,1.0,385.0,497.0,90000.0,0.626492335030904,49108.15832493752,3,4,5,12.0,Loyal
164287,1.0,71.0,472.0,30000.0,0.13091428201438415,3578.867141913618,3,4,5,12.0,Loyal
165723,0.0,0.0,233.0,0.0,1.0,1.8734675405622694,3,1,1,5.0,Need Attention
166312,2.0,164.0,398.0,161250.0,0.4091276082613082,86901.85011541698,3,4,5,12.0,Loyal
166325,0.0,0.0,497.0,0.0,1.0,1.0083802282173182,3,1,1,5.0,Need Attention
166494,0.0,0.0,330.0,0.0,1.0,1.4229110954072337,3,1,1,5.0,Need Attention
166688,4.0,409.0,528.0,99000.0,0.8092982875655702,128249.3082315739,3,5,5,13.0,Champions
167328,0.0,0.0,206.0,0.0,1.0,2.0558105219411904,3,1,1,5.0,Need Attention
167399,5.0,407.0,533.0,22800.0,0.7974695703552361,34230.7090439887,3,5,5,13.0,Champions
167865,2.0,398.0,483.0,10500.0,0.787726393096696,9208.987468416135,3,4,4,11.0,Loyal
168000,0.0,0.0,342.0,0.0,1.0,1.3819571482255588,3,1,1,5.0,Need Attention
168260,1.0,353.0,405.0,90000.0,0.6728785308116816,62989.15541354536,3,4,5,12.0,Loyal
168346,0.0,0.0,192.0,0.0,1.0,2.165421168577883,3,1,1,5.0,Need Attention
168509,0.0,0.0,507.0,0.0,1.0,0.9911374404077834,3,1,1,5.0,Need Attention
168726,0.0,0.0,455.0,0.0,1.0,1.0879220008621746,3,1,1,5.0,Need Attention
168749,2.0,364.0,385.0,20250.0,0.8420728221005526,23111.49077443283,3,4,5,12.0,Loyal
169920,0.0,0.0,307.0,0.0,1.0,1.5086947709781822,3,1,1,5.0,Need Attention
170095,13.0,511.0,518.0,12000.0,0.9744614917257419,51373.89331821077,3,5,5,13.0,Champions
170531,3.0,394.0,460.0,10500.0,0.8493103233424519,13174.953151618014,3,5,4,12.0,Loyal
171044,0.0,0.0,23.0,0.0,1.0,6.482046762398741,3,1,1,5.0,Need Attention
171053,0.0,0.0,413.0,0.0,1.0,1.181208250793856,3,1,1,5.0,Need Attention
171478,1.0,304.0,338.0,4500.0,0.6850505537112427,3738.0946064351065,3,4,4,11.0,Loyal
171501,0.0,0.0,330.0,0.0,1.0,1.4229110954072337,3,1,1,5.0,Need Attention
171504,0.0,0.0,212.0,0.0,1.0,2.012225775742602,3,1,1,5.0,Need Attention
171844,1.0,219.0,283.0,10500.0,0.6321647151231563,9312.252130494579,3,4,4,11.0,Loyal
172051,5.0,465.0,539.0,29280.0,0.8833547233210923,48209.03159797614,3,5,5,13.0,Champions
172173,1.0,330.0,372.0,30000.0,0.6796996082644575,22801.64079505444,3,4,5,12.0,Loyal
172240,1.0,263.0,378.0,10500.0,0.5875169577434499,6806.434600246614,3,4,4,11.0,Loyal
172314,1.0,13.0,204.0,5000.0,0.1312252327470184,1191.1611539335577,3,4,4,11.0,Loyal
172375,0.0,0.0,166.0,0.0,1.0,2.4043573540026375,3,1,1,5.0,Need Attention
174970,1.0,383.0,395.0,10500.0,0.711037052062709,7934.878921659546,3,4,4,11.0,Loyal
175232,2.0,167.0,527.0,66000.0,0.256479910534069,17448.088756207108,3,4,5,12.0,Loyal
175304,0.0,0.0,416.0,0.0,1.0,1.1740130643879425,3,1,1,5.0,Need Attention
175552,0.0,0.0,230.0,0.0,1.0,1.8920851152904412,3,1,1,5.0,Need Attention
176314,0.0,0.0,309.0,0.0,1.0,1.5008215580620619,3,1,1,5.0,Need Attention
176517,0.0,0.0,34.0,0.0,1.0,5.694608829210399,3,1,1,5.0,Need Attention
176830,1.0,197.0,325.0,4500.0,0.5371332291221367,3028.1623694038526,3,4,4,11.0,Loyal
177876,0.0,0.0,156.0,0.0,1.0,2.511346151316331,3,1,1,5.0,Need Attention
179208,0.0,0.0,127.0,0.0,1.0,2.8856892976995545,3,1,1,5.0,Need Attention
179237,1.0,234.0,384.0,90000.0,0.5349318385046181,52402.44309999313,3,4,5,12.0,Loyal
179348,0.0,0.0,342.0,0.0,1.0,1.3819571482255588,3,1,1,5.0,Need Attention
180148,2.0,257.0,532.0,10500.0,0.48588591855047986,5215.26472818202,3,4,4,11.0,Loyal
181205,0.0,0.0,89.0,0.0,1.0,3.5970509838808566,3,1,1,5.0,Need Attention
182540,1.0,345.0,408.0,4500.0,0.6616053610635766,3078.8349213818524,3,4,4,11.0,Loyal
183571,0.0,0.0,255.0,0.0,1.0,1.7475473127904595,3,1,1,5.0,Need Attention
184037,1.0,244.0,386.0,10500.0,0.5493167637473924,6251.692534230244,3,4,4,11.0,Loyal
184088,0.0,0.0,128.0,0.0,1.0,2.870868584882593,3,1,1,5.0,Need Attention
184508,0.0,0.0,477.0,0.0,1.0,1.0447437617787783,3,1,1,5.0,Need Attention
184999,0.0,0.0,267.0,0.0,1.0,1.6858499771720559,3,1,1,5.0,Need Attention
185543,0.0,0.0,135.0,0.0,1.0,2.77136786107894,3,1,1,5.0,Need Attention
186690,0.0,0.0,478.0,0.0,1.0,1.0428629717669806,3,1,1,5.0,Need Attention
186693,0.0,0.0,378.0,0.0,1.0,1.2722407346210123,3,1,1,5.0,Need Attention
187176,4.0,312.0,481.0,16125.0,0.6642073250755678,18622.217135407715,3,5,5,13.0,Champions
