payment_date,acc_id,sms_volume,product_name,amount,uid,credit_type
2020-02-26,ACC_01467,10000,SMS L,2800,PAY_00006165,SMS
2020-02-27,ACC_00391,0,Email Basic,500,PAY_00001643,Email
2020-02-28,ACC_09884,50000,SMS Enterprise,12000,PAY_00041604,SMS
2020-02-29,ACC_08583,1000,SMS S,350,PAY_00036111,SMS
2020-02-29,ACC_07568,1000,SMS S,350,PAY_00031778,SMS
2020-02-29,ACC_09319,0,Email Basic,500,PAY_00039236,Email
2020-03-01,ACC_04633,0,Email Basic,500,PAY_00019559,Email
2020-03-01,ACC_00826,50000,SMS Enterprise,12000,PAY_00003424,SMS
2020-03-03,ACC_06979,10000,SMS L,2800,PAY_00029365,SMS
2020-03-05,ACC_08503,0,Email Basic,500,PAY_00035768,Email
2020-03-05,ACC_06893,0,Email Pro,990,PAY_00029014,Email
2020-03-05,ACC_00068,10000,SMS L,2800,PAY_00000279,SMS
2020-03-06,ACC_06979,50000,SMS Enterprise,12000,PAY_00029363,SMS
2020-03-07,ACC_02510,0,Email Pro,990,PAY_00010723,Email
2020-03-09,ACC_03953,0,Email Pro,990,PAY_00016677,Email
2020-03-10,ACC_05177,50000,SMS Enterprise,12000,PAY_00021781,SMS
2020-03-10,ACC_04022,10000,SMS L,2800,PAY_00016960,SMS
2020-03-11,ACC_06523,0,Email Basic,500,PAY_00027420,Email
2020-03-11,ACC_04439,10000,SMS L,2800,PAY_00018741,SMS
2020-03-11,ACC_00391,1000,SMS S,350,PAY_00001644,SMS
2020-03-12,ACC_09119,5000,SMS M,1500,PAY_00038404,SMS
2020-03-14,ACC_05633,1000,SMS S,350,PAY_00023711,SMS
2020-03-14,ACC_00261,0,Email Pro,990,PAY_00001128,Email
2020-03-15,ACC_01830,5000,SMS M,1500,PAY_00007748,SMS
2020-03-16,ACC_03198,5000,SMS M,1500,PAY_00013609,SMS
2020-03-16,ACC_08195,5000,SMS M,1500,PAY_00034482,SMS
2020-03-17,ACC_04633,0,Email Pro,990,PAY_00019558,Email
2020-03-18,ACC_09335,50000,SMS Enterprise,12000,PAY_00039306,SMS
2020-03-19,ACC_06447,0,Email Pro,990,PAY_00027140,Email
2020-03-20,ACC_01574,1000,SMS S,350,PAY_00006611,SMS
2020-03-20,ACC_08259,0,Email Pro,990,PAY_00034737,Email
2020-03-20,ACC_08631,5000,SMS M,1500,PAY_00036308,SMS
2020-03-22,ACC_01150,1000,SMS S,350,PAY_00004763,SMS
2020-03-22,ACC_04022,5000,SMS M,1500,PAY_00016957,SMS
2020-03-23,ACC_08465,5000,SMS M,1500,PAY_00035606,SMS
2020-03-23,ACC_06516,5000,SMS M,1500,PAY_00027394,SMS
2020-03-24,ACC_01617,1000,SMS S,350,PAY_00006783,SMS
2020-03-25,ACC_01948,0,Email Basic,500,PAY_00008255,Email
2020-03-25,ACC_01150,50000,SMS Enterprise,12000,PAY_00004764,SMS
2020-03-26,ACC_06692,50000,SMS Enterprise,12000,PAY_00028152,SMS
2020-03-26,ACC_08854,0,Email Pro,990,PAY_00037276,Email
2020-03-27,ACC_02112,0,Email Pro,990,PAY_00008984,Email
2020-03-28,ACC_07173,5000,SMS M,1500,PAY_00030162,SMS
2020-03-29,ACC_01189,10000,SMS L,2800,PAY_00004918,SMS
2020-03-30,ACC_01308,0,Email Basic,500,PAY_00005446,Email
2020-04-01,ACC_03093,50000,SMS Enterprise,12000,PAY_00013162,SMS
2020-04-02,ACC_00826,50000,SMS Enterprise,12000,PAY_00003427,SMS
2020-04-04,ACC_01798,1000,SMS S,350,PAY_00007616,SMS
2020-04-04,ACC_01308,0,Email Basic,500,PAY_00005445,Email
2020-04-05,ACC_02069,10000,SMS L,2800,PAY_00008794,SMS
2020-04-05,ACC_02510,0,Email Pro,990,PAY_00010726,Email
2020-04-06,ACC_04387,0,Email Basic,500,PAY_00018502,Email
2020-04-06,ACC_03369,10000,SMS L,2800,PAY_00014298,SMS
2020-04-08,ACC_05358,10000,SMS L,2800,PAY_00022563,SMS
2020-04-08,ACC_01308,5000,SMS M,1500,PAY_00005449,SMS
2020-04-08,ACC_09760,1000,SMS S,350,PAY_00041081,SMS
2020-04-08,ACC_08993,50000,SMS Enterprise,12000,PAY_00037861,SMS
2020-04-09,ACC_09433,50000,SMS Enterprise,12000,PAY_00039730,SMS
2020-04-10,ACC_00391,1000,SMS S,350,PAY_00001647,SMS
2020-04-10,ACC_07508,1000,SMS S,350,PAY_00031522,SMS
2020-04-12,ACC_00088,50000,SMS Enterprise,12000,PAY_00000382,SMS
2020-04-12,ACC_05358,5000,SMS M,1500,PAY_00022566,SMS
2020-04-13,ACC_05160,10000,SMS L,2800,PAY_00021710,SMS
2020-04-13,ACC_07598,0,Email Pro,990,PAY_00031903,Email
2020-04-15,ACC_00391,0,Email Basic,500,PAY_00001648,Email
2020-04-15,ACC_03198,50000,SMS Enterprise,12000,PAY_00013604,SMS
2020-04-16,ACC_07279,5000,SMS M,1500,PAY_00030608,SMS
2020-04-16,ACC_06478,0,Email Basic,500,PAY_00027246,Email
2020-04-18,ACC_08930,10000,SMS L,2800,PAY_00037595,SMS
2020-04-19,ACC_08854,10000,SMS L,2800,PAY_00037270,SMS
2020-04-20,ACC_09228,5000,SMS M,1500,PAY_00038865,SMS
2020-04-20,ACC_05340,0,Email Basic,500,PAY_00022501,Email
2020-04-20,ACC_09842,5000,SMS M,1500,PAY_00041441,SMS
2020-04-21,ACC_08843,50000,SMS Enterprise,12000,PAY_00037226,SMS
2020-04-22,ACC_03044,1000,SMS S,350,PAY_00012973,SMS
2020-04-22,ACC_07279,5000,SMS M,1500,PAY_00030607,SMS
2020-04-22,ACC_02301,1000,SMS S,350,PAY_00009800,SMS
2020-04-25,ACC_00391,0,Email Pro,990,PAY_00001645,Email
2020-04-25,ACC_05358,1000,SMS S,350,PAY_00022565,SMS
2020-04-26,ACC_05358,5000,SMS M,1500,PAY_00022564,SMS
2020-04-26,ACC_04607,0,Email Pro,990,PAY_00019432,Email
2020-04-26,ACC_00037,0,Email Pro,990,PAY_00000153,Email
2020-04-26,ACC_02328,1000,SMS S,350,PAY_00009909,SMS
2020-04-26,ACC_07250,10000,SMS L,2800,PAY_00030465,SMS
2020-04-28,ACC_01952,0,Email Basic,500,PAY_00008274,Email
2020-04-28,ACC_00190,0,Email Basic,500,PAY_00000816,Email
2020-04-28,ACC_02301,50000,SMS Enterprise,12000,PAY_00009795,SMS
2020-04-29,ACC_03590,10000,SMS L,2800,PAY_00015188,SMS
2020-04-29,ACC_05392,50000,SMS Enterprise,12000,PAY_00022704,SMS
2020-05-01,ACC_03699,10000,SMS L,2800,PAY_00015620,SMS
2020-05-02,ACC_05016,1000,SMS S,350,PAY_00021143,SMS
2020-05-02,ACC_07095,0,Email Pro,990,PAY_00029848,Email
2020-05-03,ACC_05378,5000,SMS M,1500,PAY_00022651,SMS
2020-05-04,ACC_00805,50000,SMS Enterprise,12000,PAY_00003346,SMS
2020-05-04,ACC_02852,0,Email Basic,500,PAY_00012160,Email
2020-05-09,ACC_02710,1000,SMS S,350,PAY_00011573,SMS
2020-05-09,ACC_04379,10000,SMS L,2800,PAY_00018471,SMS
2020-05-09,ACC_09384,1000,SMS S,350,PAY_00039517,SMS
2020-05-09,ACC_05372,0,Email Basic,500,PAY_00022623,Email
2020-05-11,ACC_02230,5000,SMS M,1500,PAY_00009463,SMS
2020-05-11,ACC_05468,0,Email Pro,990,PAY_00023012,Email
2020-05-11,ACC_05512,1000,SMS S,350,PAY_00023197,SMS
2020-05-13,ACC_06061,50000,SMS Enterprise,12000,PAY_00025506,SMS
2020-05-14,ACC_00826,10000,SMS L,2800,PAY_00003423,SMS
2020-05-14,ACC_09468,50000,SMS Enterprise,12000,PAY_00039885,SMS
2020-05-14,ACC_09119,0,Email Pro,990,PAY_00038405,Email
2020-05-15,ACC_03582,0,Email Pro,990,PAY_00015156,Email
2020-05-16,ACC_06711,1000,SMS S,350,PAY_00028242,SMS
2020-05-18,ACC_04422,50000,SMS Enterprise,12000,PAY_00018673,SMS
2020-05-19,ACC_02550,0,Email Basic,500,PAY_00010887,Email
2020-05-19,ACC_03800,5000,SMS M,1500,PAY_00016047,SMS
2020-05-20,ACC_09136,1000,SMS S,350,PAY_00038466,SMS
2020-05-21,ACC_08535,1000,SMS S,350,PAY_00035905,SMS
2020-05-21,ACC_08313,5000,SMS M,1500,PAY_00034975,SMS
2020-05-22,ACC_04387,0,Email Pro,990,PAY_00018500,Email
2020-05-22,ACC_06340,5000,SMS M,1500,PAY_00026684,SMS
2020-05-22,ACC_09694,5000,SMS M,1500,PAY_00040775,SMS
2020-05-24,ACC_09494,50000,SMS Enterprise,12000,PAY_00039996,SMS
2020-05-24,ACC_03997,1000,SMS S,350,PAY_00016852,SMS
2020-05-25,ACC_05213,10000,SMS L,2800,PAY_00021945,SMS
2020-05-26,ACC_00507,50000,SMS Enterprise,12000,PAY_00002116,SMS
2020-05-26,ACC_04993,50000,SMS Enterprise,12000,PAY_00021046,SMS
2020-05-26,ACC_08536,50000,SMS Enterprise,12000,PAY_00035910,SMS
2020-05-26,ACC_07706,5000,SMS M,1500,PAY_00032349,SMS
2020-05-28,ACC_07796,10000,SMS L,2800,PAY_00032708,SMS
2020-05-28,ACC_03919,0,Email Pro,990,PAY_00016542,Email
2020-05-29,ACC_03548,1000,SMS S,350,PAY_00015004,SMS
2020-05-30,ACC_00289,10000,SMS L,2800,PAY_00001245,SMS
2020-05-30,ACC_02172,10000,SMS L,2800,PAY_00009230,SMS
2020-05-30,ACC_01855,1000,SMS S,350,PAY_00007850,SMS
2020-05-30,ACC_02789,1000,SMS S,350,PAY_00011903,SMS
2020-05-30,ACC_08210,5000,SMS M,1500,PAY_00034553,SMS
2020-05-31,ACC_09884,5000,SMS M,1500,PAY_00041603,SMS
2020-05-31,ACC_02114,10000,SMS L,2800,PAY_00008989,SMS
2020-06-01,ACC_01150,5000,SMS M,1500,PAY_00004761,SMS
2020-06-02,ACC_07029,0,Email Basic,500,PAY_00029590,Email
2020-06-02,ACC_05052,1000,SMS S,350,PAY_00021306,SMS
2020-06-03,ACC_04699,0,Email Basic,500,PAY_00019818,Email
2020-06-04,ACC_09196,0,Email Basic,500,PAY_00038717,Email
2020-06-04,ACC_07810,0,Email Basic,500,PAY_00032781,Email
2020-06-04,ACC_01860,0,Email Basic,500,PAY_00007867,Email
2020-06-05,ACC_03990,0,Email Basic,500,PAY_00016816,Email
2020-06-05,ACC_08671,0,Email Pro,990,PAY_00036501,Email
2020-06-06,ACC_05468,1000,SMS S,350,PAY_00023013,SMS
2020-06-07,ACC_03678,50000,SMS Enterprise,12000,PAY_00015551,SMS
2020-06-07,ACC_06967,50000,SMS Enterprise,12000,PAY_00029321,SMS
2020-06-07,ACC_05182,0,Email Basic,500,PAY_00021810,Email
2020-06-07,ACC_07492,0,Email Basic,500,PAY_00031456,Email
2020-06-07,ACC_08128,0,Email Basic,500,PAY_00034180,Email
2020-06-07,ACC_08993,5000,SMS M,1500,PAY_00037858,SMS
2020-06-07,ACC_05182,10000,SMS L,2800,PAY_00021812,SMS
2020-06-08,ACC_06967,0,Email Basic,500,PAY_00029319,Email
2020-06-08,ACC_05633,5000,SMS M,1500,PAY_00023712,SMS
2020-06-09,ACC_06967,0,Email Pro,990,PAY_00029317,Email
2020-06-09,ACC_02810,1000,SMS S,350,PAY_00012001,SMS
2020-06-09,ACC_06955,10000,SMS L,2800,PAY_00029268,SMS
2020-06-10,ACC_04356,10000,SMS L,2800,PAY_00018363,SMS
2020-06-10,ACC_09884,5000,SMS M,1500,PAY_00041602,SMS
2020-06-10,ACC_04285,5000,SMS M,1500,PAY_00018077,SMS
2020-06-11,ACC_04912,10000,SMS L,2800,PAY_00020717,SMS
2020-06-12,ACC_07097,0,Email Basic,500,PAY_00029856,Email
2020-06-12,ACC_04372,5000,SMS M,1500,PAY_00018439,SMS
2020-06-12,ACC_03960,50000,SMS Enterprise,12000,PAY_00016702,SMS
2020-06-12,ACC_06203,0,Email Basic,500,PAY_00026112,Email
2020-06-13,ACC_02789,50000,SMS Enterprise,12000,PAY_00011899,SMS
2020-06-13,ACC_03044,50000,SMS Enterprise,12000,PAY_00012971,SMS
2020-06-13,ACC_00234,50000,SMS Enterprise,12000,PAY_00001027,SMS
2020-06-15,ACC_02604,0,Email Basic,500,PAY_00011148,Email
2020-06-15,ACC_06967,10000,SMS L,2800,PAY_00029318,SMS
2020-06-16,ACC_04816,0,Email Basic,500,PAY_00020334,Email
2020-06-16,ACC_02301,1000,SMS S,350,PAY_00009798,SMS
2020-06-16,ACC_03561,0,Email Pro,990,PAY_00015064,Email
2020-06-17,ACC_09161,50000,SMS Enterprise,12000,PAY_00038578,SMS
2020-06-17,ACC_06060,5000,SMS M,1500,PAY_00025497,SMS
2020-06-17,ACC_08016,0,Email Pro,990,PAY_00033718,Email
2020-06-17,ACC_06060,50000,SMS Enterprise,12000,PAY_00025501,SMS
2020-06-17,ACC_06392,5000,SMS M,1500,PAY_00026910,SMS
2020-06-17,ACC_00984,5000,SMS M,1500,PAY_00004094,SMS
2020-06-17,ACC_02115,0,Email Basic,500,PAY_00008991,Email
2020-06-18,ACC_09917,1000,SMS S,350,PAY_00041749,SMS
2020-06-18,ACC_05536,10000,SMS L,2800,PAY_00023316,SMS
2020-06-18,ACC_08671,5000,SMS M,1500,PAY_00036497,SMS
2020-06-18,ACC_07023,50000,SMS Enterprise,12000,PAY_00029555,SMS
2020-06-19,ACC_03922,50000,SMS Enterprise,12000,PAY_00016554,SMS
2020-06-19,ACC_07342,0,Email Basic,500,PAY_00030842,Email
2020-06-23,ACC_01839,50000,SMS Enterprise,12000,PAY_00007785,SMS
2020-06-23,ACC_06847,10000,SMS L,2800,PAY_00028822,SMS
2020-06-23,ACC_05653,5000,SMS M,1500,PAY_00023786,SMS
2020-06-23,ACC_04450,50000,SMS Enterprise,12000,PAY_00018783,SMS
2020-06-23,ACC_08210,0,Email Basic,500,PAY_00034554,Email
2020-06-24,ACC_00796,5000,SMS M,1500,PAY_00003313,SMS
2020-06-24,ACC_01376,10000,SMS L,2800,PAY_00005747,SMS
2020-06-24,ACC_08682,0,Email Basic,500,PAY_00036545,Email
2020-06-24,ACC_09082,0,Email Basic,500,PAY_00038226,Email
2020-06-24,ACC_07734,5000,SMS M,1500,PAY_00032459,SMS
2020-06-24,ACC_03233,10000,SMS L,2800,PAY_00013740,SMS
2020-06-25,ACC_06060,0,Email Basic,500,PAY_00025499,Email
2020-06-26,ACC_02000,1000,SMS S,350,PAY_00008479,SMS
2020-06-27,ACC_05565,10000,SMS L,2800,PAY_00023433,SMS
2020-06-27,ACC_08776,0,Email Basic,500,PAY_00036942,Email
2020-06-28,ACC_04633,10000,SMS L,2800,PAY_00019561,SMS
2020-06-28,ACC_02091,0,Email Pro,990,PAY_00008900,Email
2020-06-29,ACC_07487,0,Email Basic,500,PAY_00031434,Email
2020-06-29,ACC_05182,50000,SMS Enterprise,12000,PAY_00021811,SMS
2020-06-29,ACC_05052,0,Email Basic,500,PAY_00021305,Email
2020-06-29,ACC_05468,5000,SMS M,1500,PAY_00023011,SMS
2020-06-29,ACC_05041,50000,SMS Enterprise,12000,PAY_00021263,SMS
2020-06-30,ACC_06523,10000,SMS L,2800,PAY_00027422,SMS
2020-06-30,ACC_06060,0,Email Pro,990,PAY_00025500,Email
2020-06-30,ACC_00158,1000,SMS S,350,PAY_00000685,SMS
2020-06-30,ACC_04607,0,Email Basic,500,PAY_00019433,Email
2020-06-30,ACC_09800,0,Email Pro,990,PAY_00041247,Email
2020-06-30,ACC_06684,10000,SMS L,2800,PAY_00028115,SMS
2020-07-01,ACC_08128,50000,SMS Enterprise,12000,PAY_00034179,SMS
2020-07-01,ACC_03582,5000,SMS M,1500,PAY_00015158,SMS
2020-07-01,ACC_05182,0,Email Pro,990,PAY_00021809,Email
2020-07-02,ACC_06967,0,Email Basic,500,PAY_00029322,Email
2020-07-02,ACC_09468,1000,SMS S,350,PAY_00039883,SMS
2020-07-03,ACC_02419,1000,SMS S,350,PAY_00010322,SMS
2020-07-03,ACC_06060,5000,SMS M,1500,PAY_00025498,SMS
2020-07-03,ACC_00053,1000,SMS S,350,PAY_00000210,SMS
2020-07-03,ACC_05401,10000,SMS L,2800,PAY_00022735,SMS
2020-07-03,ACC_06967,5000,SMS M,1500,PAY_00029320,SMS
2020-07-03,ACC_00053,50000,SMS Enterprise,12000,PAY_00000213,SMS
2020-07-03,ACC_02616,0,Email Pro,990,PAY_00011194,Email
2020-07-04,ACC_07599,1000,SMS S,350,PAY_00031910,SMS
2020-07-04,ACC_03282,5000,SMS M,1500,PAY_00013956,SMS
2020-07-04,ACC_08001,0,Email Pro,990,PAY_00033650,Email
2020-07-04,ACC_00053,0,Email Basic,500,PAY_00000212,Email
2020-07-04,ACC_09735,0,Email Basic,500,PAY_00040967,Email
2020-07-05,ACC_02476,10000,SMS L,2800,PAY_00010581,SMS
2020-07-05,ACC_04690,0,Email Basic,500,PAY_00019775,Email
2020-07-05,ACC_01150,1000,SMS S,350,PAY_00004762,SMS
2020-07-06,ACC_00053,0,Email Basic,500,PAY_00000211,Email
2020-07-06,ACC_02300,0,Email Pro,990,PAY_00009790,Email
2020-07-07,ACC_01214,0,Email Basic,500,PAY_00005041,Email
2020-07-07,ACC_05520,0,Email Pro,990,PAY_00023235,Email
2020-07-09,ACC_00881,0,Email Pro,990,PAY_00003650,Email
2020-07-09,ACC_05093,5000,SMS M,1500,PAY_00021458,SMS
2020-07-10,ACC_07097,0,Email Pro,990,PAY_00029855,Email
2020-07-10,ACC_08195,0,Email Pro,990,PAY_00034479,Email
2020-07-10,ACC_08960,5000,SMS M,1500,PAY_00037714,SMS
2020-07-10,ACC_01033,0,Email Basic,500,PAY_00004292,Email
2020-07-10,ACC_07830,10000,SMS L,2800,PAY_00032882,SMS
2020-07-11,ACC_05520,50000,SMS Enterprise,12000,PAY_00023232,SMS
2020-07-11,ACC_03905,0,Email Pro,990,PAY_00016474,Email
2020-07-11,ACC_07596,0,Email Pro,990,PAY_00031890,Email
2020-07-11,ACC_07802,1000,SMS S,350,PAY_00032744,SMS
2020-07-12,ACC_04210,0,Email Pro,990,PAY_00017763,Email
2020-07-12,ACC_04388,5000,SMS M,1500,PAY_00018505,SMS
2020-07-13,ACC_03953,5000,SMS M,1500,PAY_00016678,SMS
2020-07-13,ACC_06076,50000,SMS Enterprise,12000,PAY_00025571,SMS
2020-07-16,ACC_00003,5000,SMS M,1500,PAY_00000008,SMS
2020-07-16,ACC_05520,5000,SMS M,1500,PAY_00023239,SMS
2020-07-16,ACC_06571,50000,SMS Enterprise,12000,PAY_00027634,SMS
2020-07-16,ACC_05565,0,Email Pro,990,PAY_00023434,Email
2020-07-17,ACC_03198,1000,SMS S,350,PAY_00013607,SMS
2020-07-17,ACC_04231,10000,SMS L,2800,PAY_00017855,SMS
2020-07-17,ACC_07097,0,Email Basic,500,PAY_00029857,Email
2020-07-18,ACC_03435,0,Email Pro,990,PAY_00014555,Email
2020-07-18,ACC_00474,50000,SMS Enterprise,12000,PAY_00001993,SMS
2020-07-18,ACC_06399,50000,SMS Enterprise,12000,PAY_00026939,SMS
2020-07-19,ACC_02968,10000,SMS L,2800,PAY_00012652,SMS
2020-07-19,ACC_05996,1000,SMS S,350,PAY_00025224,SMS
2020-07-19,ACC_04633,0,Email Pro,990,PAY_00019560,Email
2020-07-20,ACC_01368,0,Email Basic,500,PAY_00005708,Email
2020-07-20,ACC_07515,0,Email Pro,990,PAY_00031550,Email
2020-07-20,ACC_00355,10000,SMS L,2800,PAY_00001511,SMS
2020-07-21,ACC_08667,10000,SMS L,2800,PAY_00036473,SMS
2020-07-22,ACC_00261,1000,SMS S,350,PAY_00001130,SMS
2020-07-22,ACC_03198,50000,SMS Enterprise,12000,PAY_00013602,SMS
2020-07-22,ACC_05105,0,Email Basic,500,PAY_00021507,Email
2020-07-22,ACC_06206,0,Email Basic,500,PAY_00026127,Email
2020-07-22,ACC_03152,5000,SMS M,1500,PAY_00013419,SMS
2020-07-23,ACC_07710,1000,SMS S,350,PAY_00032364,SMS
2020-07-23,ACC_07211,0,Email Pro,990,PAY_00030306,Email
2020-07-23,ACC_00698,50000,SMS Enterprise,12000,PAY_00002903,SMS
2020-07-25,ACC_09580,0,Email Pro,990,PAY_00040321,Email
2020-07-25,ACC_05962,10000,SMS L,2800,PAY_00025093,SMS
2020-07-25,ACC_01859,1000,SMS S,350,PAY_00007863,SMS
2020-07-25,ACC_07023,5000,SMS M,1500,PAY_00029554,SMS
2020-07-25,ACC_00431,1000,SMS S,350,PAY_00001813,SMS
2020-07-25,ACC_05712,50000,SMS Enterprise,12000,PAY_00024048,SMS
2020-07-26,ACC_00088,0,Email Basic,500,PAY_00000386,Email
2020-07-27,ACC_00216,0,Email Pro,990,PAY_00000940,Email
2020-07-27,ACC_04634,0,Email Basic,500,PAY_00019565,Email
2020-07-27,ACC_08843,10000,SMS L,2800,PAY_00037229,SMS
2020-07-27,ACC_08546,10000,SMS L,2800,PAY_00035959,SMS
2020-07-27,ACC_02722,5000,SMS M,1500,PAY_00011626,SMS
2020-07-28,ACC_08243,50000,SMS Enterprise,12000,PAY_00034684,SMS
2020-07-28,ACC_06765,1000,SMS S,350,PAY_00028478,SMS
2020-07-30,ACC_01156,5000,SMS M,1500,PAY_00004781,SMS
2020-07-30,ACC_00851,0,Email Pro,990,PAY_00003527,Email
2020-07-30,ACC_06370,0,Email Pro,990,PAY_00026814,Email
2020-07-30,ACC_03827,10000,SMS L,2800,PAY_00016144,SMS
2020-07-31,ACC_01084,50000,SMS Enterprise,12000,PAY_00004510,SMS
2020-07-31,ACC_02323,1000,SMS S,350,PAY_00009889,SMS
2020-07-31,ACC_06740,0,Email Pro,990,PAY_00028359,Email
2020-08-01,ACC_01376,0,Email Pro,990,PAY_00005751,Email
2020-08-01,ACC_08352,5000,SMS M,1500,PAY_00035144,SMS
2020-08-01,ACC_02865,50000,SMS Enterprise,12000,PAY_00012219,SMS
2020-08-03,ACC_01952,5000,SMS M,1500,PAY_00008268,SMS
2020-08-03,ACC_00515,10000,SMS L,2800,PAY_00002152,SMS
2020-08-03,ACC_03782,5000,SMS M,1500,PAY_00015972,SMS
2020-08-03,ACC_06915,1000,SMS S,350,PAY_00029106,SMS
2020-08-04,ACC_02746,10000,SMS L,2800,PAY_00011717,SMS
2020-08-04,ACC_01659,0,Email Basic,500,PAY_00006982,Email
2020-08-05,ACC_01898,5000,SMS M,1500,PAY_00008043,SMS
2020-08-05,ACC_00593,5000,SMS M,1500,PAY_00002484,SMS
2020-08-06,ACC_06190,10000,SMS L,2800,PAY_00026044,SMS
2020-08-06,ACC_04296,1000,SMS S,350,PAY_00018136,SMS
2020-08-06,ACC_07739,5000,SMS M,1500,PAY_00032473,SMS
2020-08-07,ACC_02452,50000,SMS Enterprise,12000,PAY_00010481,SMS
2020-08-07,ACC_03653,0,Email Basic,500,PAY_00015453,Email
2020-08-07,ACC_04269,10000,SMS L,2800,PAY_00018009,SMS
2020-08-07,ACC_03537,5000,SMS M,1500,PAY_00014963,SMS
2020-08-08,ACC_08995,50000,SMS Enterprise,12000,PAY_00037872,SMS
2020-08-09,ACC_07585,0,Email Pro,990,PAY_00031847,Email
2020-08-09,ACC_02604,1000,SMS S,350,PAY_00011145,SMS
2020-08-09,ACC_06201,50000,SMS Enterprise,12000,PAY_00026104,SMS
2020-08-09,ACC_01647,10000,SMS L,2800,PAY_00006928,SMS
2020-08-09,ACC_03383,0,Email Pro,990,PAY_00014342,Email
2020-08-09,ACC_09228,0,Email Pro,990,PAY_00038864,Email
2020-08-10,ACC_07830,5000,SMS M,1500,PAY_00032880,SMS
2020-08-10,ACC_03172,1000,SMS S,350,PAY_00013493,SMS
2020-08-10,ACC_09228,0,Email Pro,990,PAY_00038862,Email
2020-08-12,ACC_08682,5000,SMS M,1500,PAY_00036547,SMS
2020-08-12,ACC_02789,5000,SMS M,1500,PAY_00011902,SMS
2020-08-13,ACC_06141,0,Email Pro,990,PAY_00025838,Email
2020-08-13,ACC_09155,0,Email Pro,990,PAY_00038556,Email
2020-08-13,ACC_09712,1000,SMS S,350,PAY_00040863,SMS
