payment_date,acc_id,sms_volume,product_name,amount,uid,credit_type
2020-10-29,ACC010017,1000,"SMS Pack 1,000",191.14,PAY00000045,SMS
2023-09-08,ACC010017,1000,"SMS Pack 1,000",170.81,PAY00000046,SMS
2023-12-15,ACC010018,3000,"SMS Pack 3,000",447.78,PAY00000047,SMS
2022-01-29,ACC010019,500000,"Email Pack 500,000",8102.72,PAY00000048,Email
2022-06-20,ACC010019,5000,"SMS Pack 5,000",742.82,PAY00000049,SMS
2022-10-03,ACC010019,100000,"Email Pack 100,000",1831.26,PAY00000050,Email
2023-02-09,ACC010019,5000,"SMS Pack 5,000",732.07,PAY00000051,SMS
2023-05-11,ACC010019,500000,"Email Pack 500,000",7719.28,PAY00000052,Email
2024-01-03,ACC010019,10000,"SMS Premium 10,000",2748.22,PAY00000053,SMS
2024-07-01,ACC010019,5000,"SMS Pack 5,000",697.63,PAY00000054,SMS
2025-10-17,ACC010019,10000,"SMS Pack 10,000",1396.45,PAY00000055,SMS
2025-02-20,ACC010020,3000,"SMS Pack 3,000",464.91,PAY00000056,SMS
2022-02-15,ACC010021,3000,"SMS Pack 3,000",502.57,PAY00000057,SMS
2023-10-30,ACC010021,3000,"SMS Pack 3,000",456.31,PAY00000058,SMS
2024-05-26,ACC010021,3000,"SMS Pack 3,000",491.58,PAY00000059,SMS
2025-03-13,ACC010021,3000,"SMS Pack 3,000",503.36,PAY00000060,SMS
2024-05-04,ACC010022,1000,"SMS Pack 1,000",175.01,PAY00000061,SMS
2025-05-10,ACC010022,1000,"SMS Premium 1,000",408.25,PAY00000062,SMS
2025-03-02,ACC010023,3000,"SMS Pack 3,000",424.7,PAY00000063,SMS
2025-04-20,ACC010023,3000,"SMS Pack 3,000",501.0,PAY00000064,SMS
2023-05-09,ACC010024,1000,"SMS Pack 1,000",191.4,PAY00000065,SMS
2022-08-27,ACC010026,3000,"SMS Pack 3,000",432.19,PAY00000066,SMS
2023-02-05,ACC010027,3000,"SMS Pack 3,000",462.11,PAY00000067,SMS
2024-02-29,ACC010029,3000,"SMS Pack 3,000",514.66,PAY00000068,SMS
2025-07-20,ACC010029,3000,"SMS Pack 3,000",490.32,PAY00000069,SMS
2022-03-26,ACC010030,10000,"SMS Premium 10,000",2819.59,PAY00000070,SMS
2022-03-28,ACC010030,500000,"Email Pack 500,000",8331.55,PAY00000071,Email
2022-04-19,ACC010030,50000,"SMS Pack 50,000",5464.12,PAY00000072,SMS
2022-05-08,ACC010030,30000,"SMS Pack 30,000",4116.1,PAY00000073,SMS
2022-06-01,ACC010030,50000,"SMS Pack 50,000",5800.83,PAY00000074,SMS
2022-07-05,ACC010030,30000,"SMS Pack 30,000",3632.16,PAY00000075,SMS
2022-08-01,ACC010030,30000,"SMS Pack 30,000",3843.11,PAY00000076,SMS
2022-10-31,ACC010030,500000,"Email Pack 500,000",6901.69,PAY00000077,Email
2022-12-24,ACC010030,10000,"SMS Premium 10,000",2834.64,PAY00000078,SMS
2023-03-30,ACC010030,30000,"SMS Pack 30,000",3758.37,PAY00000079,SMS
2023-05-20,ACC010030,500000,"Email Pack 500,000",7830.93,PAY00000080,Email
2023-06-18,ACC010030,30000,"SMS Pack 30,000",3762.47,PAY00000081,SMS
2023-07-06,ACC010030,50000,"SMS Pack 50,000",5385.6,PAY00000082,SMS
2023-07-16,ACC010030,30000,"SMS Pack 30,000",3990.38,PAY00000083,SMS
2023-09-07,ACC010030,50000,"SMS Pack 50,000",5683.68,PAY00000084,SMS
2024-02-01,ACC010030,50000,"SMS Pack 50,000",5401.01,PAY00000085,SMS
2024-04-01,ACC010030,500000,"Email Pack 500,000",7679.65,PAY00000086,Email
2024-06-27,ACC010030,50000,"SMS Pack 50,000",5578.4,PAY00000087,SMS
2024-10-05,ACC010030,30000,"SMS Pack 30,000",3959.55,PAY00000088,SMS
2025-02-23,ACC010030,10000,"SMS Premium 10,000",2783.33,PAY00000089,SMS
2025-08-10,ACC010030,500000,"Email Pack 500,000",7675.95,PAY00000090,Email
2025-10-08,ACC010030,30000,"SMS Pack 30,000",3672.24,PAY00000091,SMS
2025-10-11,ACC010030,50000,"SMS Pack 50,000",5955.6,PAY00000092,SMS
2024-10-20,ACC010031,1000,"SMS Pack 1,000",176.29,PAY00000093,SMS
2022-04-10,ACC010033,3000,"SMS Pack 3,000",492.66,PAY00000094,SMS
2022-07-19,ACC010033,50000,"Email Pack 50,000",1237.39,PAY00000095,Email
2024-09-15,ACC010034,3000,"SMS Pack 3,000",522.96,PAY00000096,SMS
2022-11-10,ACC010036,100000,"Email Pack 100,000",1918.04,PAY00000097,Email
2022-12-03,ACC010036,100000,"Email Pack 100,000",1969.99,PAY00000098,Email
2022-12-04,ACC010036,5000,"SMS Pack 5,000",692.0,PAY00000099,SMS
2023-03-03,ACC010036,500000,"Email Pack 500,000",7191.59,PAY00000100,Email
2023-04-28,ACC010036,100000,"Email Pack 100,000",1920.43,PAY00000101,Email
2023-05-12,ACC010036,5000,"SMS Pack 5,000",722.22,PAY00000102,SMS
2023-08-20,ACC010036,100000,"Email Pack 100,000",1950.8,PAY00000103,Email
2023-10-14,ACC010036,5000,"SMS Pack 5,000",780.59,PAY00000104,SMS
2023-10-28,ACC010036,10000,"SMS Premium 10,000",2740.82,PAY00000105,SMS
2023-11-01,ACC010036,10000,"SMS Pack 10,000",1473.21,PAY00000106,SMS
2024-01-03,ACC010036,100000,"Email Pack 100,000",1910.44,PAY00000107,Email
2024-01-06,ACC010036,10000,"SMS Pack 10,000",1555.62,PAY00000108,SMS
2024-02-10,ACC010036,5000,"SMS Pack 5,000",784.24,PAY00000109,SMS
2024-02-21,ACC010036,10000,"SMS Pack 10,000",1374.31,PAY00000110,SMS
2024-11-27,ACC010036,5000,"SMS Pack 5,000",711.68,PAY00000111,SMS
2025-01-25,ACC010036,5000,"SMS Pack 5,000",790.73,PAY00000112,SMS
2025-07-30,ACC010036,100000,"Email Pack 100,000",1786.74,PAY00000113,Email
2025-10-30,ACC010036,100000,"Email Pack 100,000",1728.6,PAY00000114,Email
2024-02-18,ACC010037,3000,"SMS Pack 3,000",462.43,PAY00000115,SMS
2023-02-11,ACC010040,1000,"SMS Pack 1,000",185.5,PAY00000116,SMS
2023-12-14,ACC010040,1000,"SMS Pack 1,000",187.97,PAY00000117,SMS
2025-01-04,ACC010040,1000,"SMS Pack 1,000",184.32,PAY00000118,SMS
2021-12-07,ACC010042,5000,"SMS Pack 5,000",764.42,PAY00000119,SMS
2023-04-29,ACC010042,5000,"SMS Pack 5,000",779.31,PAY00000120,SMS
2023-10-16,ACC010043,10000,"SMS Premium 10,000",2720.58,PAY00000121,SMS
2023-10-24,ACC010043,500000,"Email Pack 500,000",7364.32,PAY00000122,Email
2024-10-02,ACC010043,10000,"SMS Pack 10,000",1469.68,PAY00000123,SMS
2025-04-24,ACC010043,500000,"Email Pack 500,000",7402.81,PAY00000124,Email
2025-08-18,ACC010043,10000,"SMS Pack 10,000",1335.69,PAY00000125,SMS
2025-09-01,ACC010043,10000,"SMS Pack 10,000",1534.37,PAY00000126,SMS
2022-12-22,ACC010044,3000,"SMS Pack 3,000",453.68,PAY00000127,SMS
2023-06-29,ACC010044,3000,"SMS Pack 3,000",426.34,PAY00000128,SMS
2023-09-15,ACC010044,3000,"SMS Pack 3,000",463.65,PAY00000129,SMS
2024-07-07,ACC010044,5000,"SMS Premium 5,000",1728.89,PAY00000130,SMS
2024-07-13,ACC010044,3000,"SMS Pack 3,000",521.32,PAY00000131,SMS
2025-01-31,ACC010044,3000,"SMS Pack 3,000",498.52,PAY00000132,SMS
2025-08-01,ACC010044,3000,"SMS Pack 3,000",514.26,PAY00000133,SMS
2025-03-29,ACC010045,1000,"SMS Pack 1,000",194.87,PAY00000134,SMS
2021-06-27,ACC010046,5000,"SMS Premium 5,000",1618.82,PAY00000135,SMS
2021-08-18,ACC010046,3000,"SMS Pack 3,000",477.13,PAY00000136,SMS
2023-08-25,ACC010049,1000,"SMS Pack 1,000",205.58,PAY00000137,SMS
2024-11-24,ACC010049,10000,"Email Pack 10,000",303.42,PAY00000138,Email
2025-04-25,ACC010049,1000,"SMS Pack 1,000",185.4,PAY00000139,SMS
2024-12-07,ACC010050,5000,"SMS Pack 5,000",820.64,PAY00000140,SMS
2025-05-28,ACC010050,5000,"SMS Pack 5,000",812.37,PAY00000141,SMS
2025-11-03,ACC010050,5000,"SMS Pack 5,000",829.21,PAY00000142,SMS
2022-05-16,ACC010051,5000,"SMS Pack 5,000",781.34,PAY00000143,SMS
2022-07-18,ACC010051,5000,"SMS Pack 5,000",687.23,PAY00000144,SMS
2022-09-19,ACC010051,5000,"SMS Pack 5,000",837.16,PAY00000145,SMS
2023-02-04,ACC010051,5000,"SMS Pack 5,000",711.94,PAY00000146,SMS
2023-07-31,ACC010051,5000,"SMS Pack 5,000",767.71,PAY00000147,SMS
2024-01-16,ACC010051,5000,"SMS Pack 5,000",809.08,PAY00000148,SMS
2024-04-06,ACC010051,5000,"SMS Pack 5,000",802.89,PAY00000149,SMS
2024-07-31,ACC010051,5000,"SMS Pack 5,000",774.39,PAY00000150,SMS
2021-01-22,ACC010052,1000,"SMS Pack 1,000",190.09,PAY00000151,SMS
2021-01-24,ACC010052,1000,"SMS Pack 1,000",188.1,PAY00000152,SMS
2021-04-09,ACC010052,1000,"SMS Pack 1,000",189.58,PAY00000153,SMS
2021-12-14,ACC010052,1000,"SMS Premium 1,000",370.8,PAY00000154,SMS
2022-04-24,ACC010052,1000,"SMS Pack 1,000",170.88,PAY00000155,SMS
2022-06-19,ACC010052,1000,"SMS Pack 1,000",203.66,PAY00000156,SMS
2022-10-17,ACC010052,1000,"SMS Pack 1,000",187.38,PAY00000157,SMS
2022-12-26,ACC010052,1000,"SMS Pack 1,000",171.57,PAY00000158,SMS
2024-04-11,ACC010052,1000,"SMS Pack 1,000",185.13,PAY00000159,SMS
2025-05-25,ACC010052,1000,"SMS Pack 1,000",188.66,PAY00000160,SMS
2025-05-28,ACC010052,1000,"SMS Pack 1,000",172.07,PAY00000161,SMS
2024-05-16,ACC010053,3000,"SMS Pack 3,000",484.57,PAY00000162,SMS
2025-01-13,ACC010053,5000,"SMS Premium 5,000",1673.7,PAY00000163,SMS
2025-03-22,ACC010053,3000,"SMS Pack 3,000",489.11,PAY00000164,SMS
2024-06-09,ACC010056,1000,"SMS Pack 1,000",195.63,PAY00000165,SMS
2023-06-14,ACC010057,5000,"SMS Pack 5,000",834.88,PAY00000166,SMS
2023-06-28,ACC010057,5000,"SMS Pack 5,000",781.85,PAY00000167,SMS
2024-02-11,ACC010057,10000,"SMS Premium 10,000",3037.52,PAY00000168,SMS
2024-05-28,ACC010057,10000,"SMS Pack 10,000",1475.9,PAY00000169,SMS
2024-10-22,ACC010057,10000,"SMS Pack 10,000",1268.32,PAY00000170,SMS
2024-11-26,ACC010057,5000,"SMS Pack 5,000",743.2,PAY00000171,SMS
2025-12-18,ACC010057,10000,"SMS Premium 10,000",2559.83,PAY00000172,SMS
2022-01-09,ACC010058,3000,"SMS Pack 3,000",451.41,PAY00000173,SMS
2022-01-15,ACC010058,5000,"SMS Pack 5,000",747.85,PAY00000174,SMS
2022-03-16,ACC010058,3000,"SMS Pack 3,000",472.72,PAY00000175,SMS
2022-08-14,ACC010058,5000,"SMS Pack 5,000",742.31,PAY00000176,SMS
2022-08-18,ACC010058,5000,"SMS Pack 5,000",727.32,PAY00000177,SMS
2023-04-10,ACC010058,5000,"SMS Pack 5,000",719.98,PAY00000178,SMS
2024-02-15,ACC010058,5000,"SMS Pack 5,000",798.52,PAY00000179,SMS
2024-03-25,ACC010058,5000,"SMS Pack 5,000",791.6,PAY00000180,SMS
2025-03-18,ACC010058,3000,"SMS Pack 3,000",504.61,PAY00000181,SMS
2025-06-16,ACC010058,5000,"SMS Premium 5,000",1450.8,PAY00000182,SMS
2025-07-11,ACC010058,5000,"SMS Premium 5,000",1727.89,PAY00000183,SMS
2025-12-23,ACC010058,3000,"SMS Pack 3,000",494.96,PAY00000184,SMS
2023-09-17,ACC010059,30000,"SMS Pack 30,000",3639.1,PAY00000185,SMS
2023-10-05,ACC010059,30000,"SMS Pack 30,000",3525.67,PAY00000186,SMS
2024-02-23,ACC010059,30000,"SMS Pack 30,000",3798.44,PAY00000187,SMS
2024-08-02,ACC010059,30000,"SMS Pack 30,000",3971.95,PAY00000188,SMS
2024-09-07,ACC010059,10000,"SMS Pack 10,000",1336.91,PAY00000189,SMS
2024-09-08,ACC010059,10000,"SMS Premium 10,000",2901.73,PAY00000190,SMS
2025-02-11,ACC010059,10000,"SMS Pack 10,000",1319.29,PAY00000191,SMS
2025-10-30,ACC010059,10000,"SMS Pack 10,000",1491.32,PAY00000192,SMS
2023-09-10,ACC010060,3000,"SMS Pack 3,000",454.37,PAY00000193,SMS
2023-12-04,ACC010060,3000,"SMS Pack 3,000",429.76,PAY00000194,SMS
2024-09-25,ACC010060,3000,"SMS Pack 3,000",455.13,PAY00000195,SMS
2024-11-21,ACC010061,3000,"SMS Pack 3,000",497.89,PAY00000196,SMS
2024-10-04,ACC010063,500000,"Email Pack 500,000",7318.35,PAY00000197,Email
2024-11-30,ACC010063,30000,"SMS Pack 30,000",4071.05,PAY00000198,SMS
2024-12-26,ACC010063,30000,"SMS Pack 30,000",3456.54,PAY00000199,SMS
2025-01-04,ACC010063,30000,"SMS Pack 30,000",3915.03,PAY00000200,SMS
2025-01-19,ACC010063,10000,"SMS Premium 10,000",2592.16,PAY00000201,SMS
2025-02-10,ACC010063,30000,"SMS Pack 30,000",3493.48,PAY00000202,SMS
2025-08-23,ACC010063,10000,"SMS Pack 10,000",1538.41,PAY00000203,SMS
2025-11-14,ACC010063,500000,"Email Pack 500,000",6820.63,PAY00000204,Email
2022-05-23,ACC010064,10000,"SMS Premium 10,000",2971.81,PAY00000205,SMS
2022-07-09,ACC010064,3000,"SMS Pack 3,000",502.37,PAY00000206,SMS
2022-07-26,ACC010064,50000,"Email Pack 50,000",1198.18,PAY00000207,Email
2022-08-02,ACC010064,3000,"SMS Pack 3,000",481.08,PAY00000208,SMS
2022-09-02,ACC010064,3000,"SMS Pack 3,000",474.34,PAY00000209,SMS
2023-07-18,ACC010064,5000,"SMS Pack 5,000",775.78,PAY00000210,SMS
2023-10-08,ACC010064,5000,"SMS Premium 5,000",1561.97,PAY00000211,SMS
2025-01-02,ACC010064,3000,"SMS Pack 3,000",436.59,PAY00000212,SMS
2025-02-13,ACC010064,50000,"Email Pack 50,000",1133.68,PAY00000213,Email
2025-02-27,ACC010064,5000,"SMS Premium 5,000",1712.55,PAY00000214,SMS
2025-05-14,ACC010064,3000,"SMS Pack 3,000",463.72,PAY00000215,SMS
2025-07-16,ACC010064,5000,"SMS Pack 5,000",715.03,PAY00000216,SMS
2025-12-14,ACC010064,5000,"SMS Premium 5,000",1549.83,PAY00000217,SMS
2025-12-24,ACC010064,50000,"Email Pack 50,000",1123.94,PAY00000218,Email
2021-06-17,ACC010065,5000,"SMS Pack 5,000",686.78,PAY00000219,SMS
2022-03-03,ACC010065,5000,"SMS Pack 5,000",806.02,PAY00000220,SMS
2022-06-15,ACC010065,5000,"SMS Pack 5,000",696.87,PAY00000221,SMS
2023-03-18,ACC010065,5000,"SMS Pack 5,000",774.51,PAY00000222,SMS
2025-03-10,ACC010065,10000,"SMS Premium 10,000",2849.69,PAY00000223,SMS
2022-09-18,ACC010066,5000,"SMS Pack 5,000",760.27,PAY00000224,SMS
2024-05-10,ACC010066,10000,"SMS Premium 10,000",3063.75,PAY00000225,SMS
2021-07-16,ACC010067,5000,"SMS Pack 5,000",733.25,PAY00000226,SMS
2021-11-15,ACC010067,5000,"SMS Pack 5,000",811.85,PAY00000227,SMS
2024-02-08,ACC010067,5000,"SMS Pack 5,000",835.88,PAY00000228,SMS
2021-05-01,ACC010068,100000,"Email Pack 100,000",1850.71,PAY00000229,Email
2021-05-24,ACC010068,10000,"SMS Pack 10,000",1322.17,PAY00000230,SMS
2022-03-14,ACC010068,5000,"SMS Pack 5,000",721.77,PAY00000231,SMS
2022-07-19,ACC010068,100000,"Email Pack 100,000",2087.55,PAY00000232,Email
2022-09-24,ACC010068,500000,"Email Pack 500,000",7315.52,PAY00000233,Email
2022-11-13,ACC010068,100000,"Email Pack 100,000",1757.82,PAY00000234,Email
2022-11-24,ACC010068,5000,"SMS Pack 5,000",824.82,PAY00000235,SMS
2023-02-17,ACC010068,5000,"SMS Pack 5,000",805.63,PAY00000236,SMS
2023-05-12,ACC010068,100000,"Email Pack 100,000",1895.71,PAY00000237,Email
2023-10-13,ACC010068,10000,"SMS Pack 10,000",1519.4,PAY00000238,SMS
2024-01-07,ACC010068,10000,"SMS Pack 10,000",1336.83,PAY00000239,SMS
2024-03-04,ACC010068,5000,"SMS Pack 5,000",684.33,PAY00000240,SMS
2024-10-02,ACC010068,500000,"Email Pack 500,000",7500.91,PAY00000241,Email
2024-10-20,ACC010068,500000,"Email Pack 500,000",7293.89,PAY00000242,Email
2024-11-11,ACC010069,5000,"SMS Pack 5,000",825.6,PAY00000243,SMS
2024-03-06,ACC010070,10000,"SMS Pack 10,000",1503.02,PAY00000244,SMS
2024-06-09,ACC010070,10000,"SMS Premium 10,000",2624.55,PAY00000245,SMS
2024-10-23,ACC010070,10000,"SMS Premium 10,000",2762.11,PAY00000246,SMS
2024-11-02,ACC010070,10000,"SMS Pack 10,000",1292.19,PAY00000247,SMS
2024-12-20,ACC010070,10000,"SMS Pack 10,000",1423.16,PAY00000248,SMS
2025-07-08,ACC010070,30000,"SMS Pack 30,000",4167.46,PAY00000249,SMS
2025-07-16,ACC010070,10000,"SMS Pack 10,000",1369.17,PAY00000250,SMS
2025-11-13,ACC010070,10000,"SMS Pack 10,000",1320.73,PAY00000251,SMS
2025-12-26,ACC010070,10000,"SMS Pack 10,000",1283.01,PAY00000252,SMS
2023-08-11,ACC010071,3000,"SMS Pack 3,000",433.47,PAY00000253,SMS
2024-01-04,ACC010071,3000,"SMS Pack 3,000",483.21,PAY00000254,SMS
2024-06-12,ACC010071,3000,"SMS Pack 3,000",441.24,PAY00000255,SMS
2024-08-09,ACC010071,3000,"SMS Pack 3,000",514.17,PAY00000256,SMS
2025-12-30,ACC010071,3000,"SMS Pack 3,000",516.36,PAY00000257,SMS
2025-03-14,ACC010072,3000,"SMS Pack 3,000",478.6,PAY00000258,SMS
2025-11-08,ACC010072,3000,"SMS Pack 3,000",454.3,PAY00000259,SMS
2023-01-23,ACC010073,5000,"SMS Pack 5,000",721.89,PAY00000260,SMS
2024-01-31,ACC010073,500000,"Email Pack 500,000",7405.37,PAY00000261,Email
2024-02-13,ACC010073,5000,"SMS Pack 5,000",704.67,PAY00000262,SMS
2024-04-07,ACC010073,10000,"SMS Pack 10,000",1493.91,PAY00000263,SMS
2024-05-28,ACC010073,5000,"SMS Pack 5,000",728.45,PAY00000264,SMS
2024-07-25,ACC010073,100000,"Email Pack 100,000",2076.24,PAY00000265,Email
2025-03-20,ACC010073,500000,"Email Pack 500,000",7582.34,PAY00000266,Email
2025-06-23,ACC010074,3000,"SMS Pack 3,000",443.58,PAY00000267,SMS
2024-10-21,ACC010075,1000,"SMS Premium 1,000",360.61,PAY00000268,SMS
2025-12-29,ACC010075,1000,"SMS Pack 1,000",191.35,PAY00000269,SMS
2021-10-26,ACC010076,3000,"SMS Pack 3,000",455.94,PAY00000270,SMS
2021-12-03,ACC010076,3000,"SMS Pack 3,000",485.68,PAY00000271,SMS
2023-10-08,ACC010077,3000,"SMS Pack 3,000",454.86,PAY00000272,SMS
2022-10-18,ACC010079,500000,"Email Pack 500,000",7631.21,PAY00000273,Email
2022-11-13,ACC010079,50000,"SMS Pack 50,000",5501.61,PAY00000274,SMS
2023-01-15,ACC010079,50000,"SMS Pack 50,000",5862.18,PAY00000275,SMS
2023-04-23,ACC010079,100000,"SMS Pack 100,000",9883.35,PAY00000276,SMS
2023-06-19,ACC010079,50000,"SMS Pack 50,000",5448.04,PAY00000277,SMS
2023-07-09,ACC010079,500000,"Email Pack 500,000",7298.13,PAY00000278,Email
2023-07-17,ACC010079,50000,"SMS Pack 50,000",5419.1,PAY00000279,SMS
2023-10-05,ACC010079,500000,"Email Pack 500,000",8357.8,PAY00000280,Email
2023-11-01,ACC010079,50000,"SMS Pack 50,000",5439.46,PAY00000281,SMS
2024-01-19,ACC010079,500000,"Email Pack 500,000",7498.42,PAY00000282,Email
2024-06-13,ACC010079,500000,"Email Pack 500,000",7652.15,PAY00000283,Email
2024-12-28,ACC010079,100000,"SMS Pack 100,000",10694.76,PAY00000284,SMS
2025-01-02,ACC010079,50000,"SMS Pack 50,000",5727.69,PAY00000285,SMS
2025-01-14,ACC010079,10000,"SMS Premium 10,000",2970.48,PAY00000286,SMS
2025-03-01,ACC010079,500000,"Email Pack 500,000",7670.96,PAY00000287,Email
2025-05-02,ACC010079,50000,"SMS Pack 50,000",6143.82,PAY00000288,SMS
2025-07-03,ACC010079,50000,"SMS Pack 50,000",5476.26,PAY00000289,SMS
2025-08-07,ACC010079,100000,"SMS Pack 100,000",10603.45,PAY00000290,SMS
2025-11-25,ACC010079,50000,"SMS Pack 50,000",6185.55,PAY00000291,SMS
2022-08-18,ACC010081,3000,"SMS Pack 3,000",451.38,PAY00000292,SMS
2021-12-04,ACC010082,30000,"SMS Pack 30,000",3913.14,PAY00000293,SMS
2022-05-17,ACC010082,10000,"SMS Premium 10,000",2724.97,PAY00000294,SMS
2022-06-04,ACC010082,10000,"SMS Pack 10,000",1476.16,PAY00000295,SMS
2022-09-04,ACC010082,10000,"SMS Premium 10,000",2717.93,PAY00000296,SMS
2022-11-15,ACC010082,30000,"SMS Pack 30,000",3513.74,PAY00000297,SMS
2022-12-04,ACC010082,10000,"SMS Pack 10,000",1430.17,PAY00000298,SMS
2023-03-18,ACC010082,10000,"SMS Pack 10,000",1331.59,PAY00000299,SMS
2023-04-13,ACC010082,500000,"Email Pack 500,000",6922.33,PAY00000300,Email
2023-05-09,ACC010082,30000,"SMS Pack 30,000",3841.71,PAY00000301,SMS
2023-05-21,ACC010082,500000,"Email Pack 500,000",7706.68,PAY00000302,Email
2023-09-14,ACC010082,500000,"Email Pack 500,000",6977.25,PAY00000303,Email
2023-09-23,ACC010082,500000,"Email Pack 500,000",7607.08,PAY00000304,Email
2023-09-27,ACC010082,10000,"SMS Pack 10,000",1402.63,PAY00000305,SMS
2024-01-15,ACC010082,500000,"Email Pack 500,000",7947.3,PAY00000306,Email
2024-02-19,ACC010082,10000,"SMS Pack 10,000",1438.84,PAY00000307,SMS
2024-02-29,ACC010082,500000,"Email Pack 500,000",8380.11,PAY00000308,Email
2024-04-14,ACC010082,10000,"SMS Premium 10,000",2560.48,PAY00000309,SMS
2024-05-23,ACC010082,10000,"SMS Pack 10,000",1558.04,PAY00000310,SMS
2024-07-25,ACC010082,10000,"SMS Pack 10,000",1380.48,PAY00000311,SMS
2024-10-11,ACC010082,30000,"SMS Pack 30,000",3936.32,PAY00000312,SMS
2025-04-25,ACC010082,10000,"SMS Pack 10,000",1370.14,PAY00000313,SMS
2025-06-21,ACC010082,500000,"Email Pack 500,000",7954.62,PAY00000314,Email
2025-08-22,ACC010082,500000,"Email Pack 500,000",7268.28,PAY00000315,Email
2021-02-22,ACC010083,3000,"SMS Pack 3,000",499.44,PAY00000316,SMS
2021-03-27,ACC010083,5000,"SMS Pack 5,000",837.91,PAY00000317,SMS
2021-03-30,ACC010083,3000,"SMS Pack 3,000",481.65,PAY00000318,SMS
2021-04-21,ACC010083,3000,"SMS Pack 3,000",505.82,PAY00000319,SMS
2021-04-30,ACC010083,3000,"SMS Pack 3,000",522.52,PAY00000320,SMS
2021-06-07,ACC010083,3000,"SMS Pack 3,000",451.61,PAY00000321,SMS
2021-08-15,ACC010083,3000,"SMS Pack 3,000",497.52,PAY00000322,SMS
