acc_id,frequency,recency,T,monetary_value,p_alive,predicted_clv_6m,r_score,f_score,m_score,rfm_total,rfm_segment
66450,0.0,0.0,272.0,0.0,1.0,1.661428881784367,3,1,1,5.0,Need Attention
66581,7.0,375.0,438.0,27342.85714285714,0.8877433353521118,71588.88661562972,3,5,5,13.0,Champions
66633,0.0,0.0,478.0,0.0,1.0,1.0428629717669793,3,1,1,5.0,Need Attention
67095,0.0,0.0,472.0,0.0,1.0,1.054251133186004,3,1,1,5.0,Need Attention
67215,1.0,374.0,503.0,4500.0,0.6100972717987316,2367.349399255714,3,3,3,9.0,Need Attention
67592,0.0,0.0,461.0,0.0,1.0,1.075793512641646,3,1,1,5.0,Need Attention
68564,4.0,396.0,457.0,10500.0,0.875637809884272,16722.71253709238,3,5,4,12.0,Loyal
68702,0.0,0.0,428.0,0.0,1.0,1.1460950584201766,3,1,1,5.0,Need Attention
70122,0.0,0.0,324.0,0.0,1.0,1.4443232819653682,3,1,1,5.0,Need Attention
70155,0.0,0.0,497.0,0.0,1.0,1.0083802282173173,3,1,1,5.0,Need Attention
70246,2.0,226.0,367.0,52500.0,0.6460675871373389,47884.64495706832,3,4,5,12.0,Loyal
70459,0.0,0.0,267.0,0.0,1.0,1.6858499771720548,3,1,1,5.0,Need Attention
71304,0.0,0.0,346.0,0.0,1.0,1.3688304553380217,3,1,1,5.0,Need Attention
71471,2.0,391.0,394.0,43500.0,0.8580114162347862,49593.7643620435,3,4,5,12.0,Loyal
71584,0.0,0.0,141.0,0.0,1.0,2.6915734458067484,3,1,1,5.0,Need Attention
73143,3.0,285.0,342.0,8880.0,0.8391382591585638,14207.654900704958,3,5,4,12.0,Loyal
73159,0.0,0.0,128.0,0.0,1.0,2.8708685848825897,3,1,1,5.0,Need Attention
73265,1.0,315.0,478.0,10500.0,0.5620069311104863,5319.198704028127,3,3,4,10.0,Loyal
73908,1.0,99.0,527.0,73500.0,0.15922224069554716,9679.922396804732,3,3,5,11.0,Loyal
74269,1.0,191.0,500.0,10500.0,0.34801071515840876,3166.4689117935204,3,3,4,10.0,Loyal
74301,1.0,367.0,489.0,10500.0,0.6141036320047851,5697.705633907375,3,3,4,10.0,Loyal
75016,1.0,206.0,384.0,192856.514019,0.4848381401551611,101773.59532580733,3,3,5,11.0,Loyal
75181,4.0,260.0,432.0,10500.0,0.595111618195809,11938.292364584726,3,5,4,12.0,Loyal
75258,0.0,0.0,220.0,0.0,1.0,1.9569622828628233,3,1,1,5.0,Need Attention
75754,1.0,363.0,426.0,4500.0,0.6642258793835176,2978.4631815422063,3,3,3,9.0,Need Attention
76019,2.0,240.0,302.0,10500.0,0.7766776871935567,13556.009370386211,3,4,4,11.0,Loyal
76385,3.0,242.0,391.0,13800.0,0.6542600426598398,15359.589987980795,3,5,5,13.0,Champions
77119,0.0,0.0,378.0,0.0,1.0,1.272240734621011,3,1,1,5.0,Need Attention
77369,2.0,371.0,448.0,288000.0,0.7904115587777512,270671.8609844832,3,4,5,12.0,Loyal
77780,0.0,0.0,409.0,0.0,1.0,1.190941374878908,3,1,1,5.0,Need Attention
77900,6.0,461.0,519.0,90000.0,0.9060568850266153,182059.96079885843,3,5,5,13.0,Champions
77955,0.0,0.0,14.0,0.0,1.0,7.328469565650507,3,1,1,5.0,Need Attention
78362,0.0,0.0,521.0,0.0,1.0,0.967970983414632,3,1,1,5.0,Need Attention
78461,3.0,218.0,231.0,10500.0,0.8895323706077721,24543.845837654637,3,5,4,12.0,Loyal
78753,1.0,404.0,455.0,10500.0,0.6792091250171216,6710.718003457554,3,3,4,10.0,Loyal
78855,2.0,221.0,329.0,7500.0,0.6959190384287202,8080.771098000784,3,4,4,11.0,Loyal
79078,1.0,147.0,391.0,30000.0,0.3539955112543224,11383.558922705399,3,3,5,11.0,Loyal
79130,0.0,0.0,286.0,0.0,1.0,1.5967178749343933,3,1,1,5.0,Need Attention
79246,1.0,389.0,468.0,300000.0,0.6542880649383901,180184.7214501636,3,3,5,11.0,Loyal
79577,0.0,0.0,295.0,0.0,1.0,1.5577498660333116,3,1,1,5.0,Need Attention
80563,14.0,477.0,490.0,122785.71428571429,0.971342061976094,589271.2989283951,3,5,5,13.0,Champions
80742,0.0,0.0,412.0,0.0,1.0,1.183626456416683,3,1,1,5.0,Need Attention
84269,0.0,0.0,313.0,0.0,1.0,1.4853221877694116,3,1,1,5.0,Need Attention
84698,8.0,446.0,503.0,10500.0,0.9117230187356652,28012.882148101995,3,5,4,12.0,Loyal
87005,0.0,0.0,275.0,0.0,1.0,1.6471179179745983,3,1,1,5.0,Need Attention
87816,3.0,395.0,458.0,10500.0,0.8524017816899986,13273.496272823542,3,5,4,12.0,Loyal
88186,0.0,0.0,429.0,0.0,1.0,1.1438288641667684,3,1,1,5.0,Need Attention
88218,0.0,0.0,233.0,0.0,1.0,1.8734675405622665,3,1,1,5.0,Need Attention
88636,0.0,0.0,231.0,0.0,1.0,1.8858375230135342,3,1,1,5.0,Need Attention
89060,1.0,364.0,479.0,10500.0,0.6192441614556812,5850.233737149586,3,3,4,10.0,Loyal
89093,0.0,0.0,77.0,0.0,1.0,3.9050524705007854,3,1,1,5.0,Need Attention
89166,0.0,0.0,282.0,0.0,1.0,1.6146790576538315,3,1,1,5.0,Need Attention
91175,0.0,0.0,407.0,0.0,1.0,1.195868872608637,3,1,1,5.0,Need Attention
92431,0.0,0.0,407.0,0.0,1.0,1.195868872608637,3,1,1,5.0,Need Attention
92612,0.0,0.0,281.0,0.0,1.0,1.6192335930149515,3,1,1,5.0,Need Attention
92934,1.0,169.0,506.0,4500.0,0.30266666418140475,1168.3072222576131,3,3,3,9.0,Need Attention
93686,0.0,0.0,265.0,0.0,1.0,1.695823799888643,3,1,1,5.0,Need Attention
94084,1.0,455.0,507.0,4500.0,0.6827841943897066,2631.0048660944153,3,3,3,9.0,Need Attention
95187,2.0,242.0,304.0,28200.0,0.7773156442048004,36236.718779194045,3,4,5,12.0,Loyal
95297,14.0,477.0,490.0,81642.85714285714,0.971342061976094,391819.4282957831,3,5,5,13.0,Champions
95445,1.0,308.0,391.0,3600.0,0.6351584217259876,2452.526514080059,3,3,3,9.0,Need Attention
97358,0.0,0.0,331.0,0.0,1.0,1.419404692430418,3,1,1,5.0,Need Attention
97490,5.0,394.0,512.0,10500.0,0.8047742295334044,16489.006172974823,3,5,4,12.0,Loyal
97663,1.0,371.0,524.0,10500.0,0.5899056937578033,5150.303365185747,3,3,4,10.0,Loyal
97791,0.0,0.0,303.0,0.0,1.0,1.524694961312026,3,1,1,5.0,Need Attention
98342,1.0,60.0,297.0,10500.0,0.21267779523118327,3012.135032977031,3,3,4,10.0,Loyal
100143,1.0,350.0,482.0,10500.0,0.6010837589110853,5647.747904437986,3,3,4,10.0,Loyal
101022,0.0,0.0,22.0,0.0,1.0,6.565536782159938,3,1,1,5.0,Need Attention
101422,0.0,0.0,230.0,0.0,1.0,1.89208511529044,3,1,1,5.0,Need Attention
101568,0.0,0.0,542.0,0.0,1.0,0.9351943871567686,3,1,1,5.0,Need Attention
101668,0.0,0.0,397.0,0.0,1.0,1.221136667639744,3,1,1,5.0,Need Attention
101778,0.0,0.0,42.0,0.0,1.0,5.23894003813957,3,1,1,5.0,Need Attention
102198,8.0,507.0,513.0,30000.0,0.9616151781024077,82949.40970526029,3,5,5,13.0,Champions
103132,3.0,404.0,406.0,17000.0,0.9053769471772366,25347.912978195604,3,5,5,13.0,Champions
103197,4.0,436.0,459.0,10500.0,0.9136419024517367,17381.779407752023,3,5,4,12.0,Loyal
103470,0.0,0.0,224.0,0.0,1.0,1.9304746730939337,3,1,1,5.0,Need Attention
105094,1.0,467.0,505.0,12000.0,0.6938090375658132,7151.6012816735165,3,3,5,11.0,Loyal
106177,0.0,0.0,190.0,0.0,1.0,2.182063631596237,3,1,1,5.0,Need Attention
108123,1.0,189.0,196.0,4500.0,0.7102183471646539,5981.101723431781,3,3,3,9.0,Need Attention
109920,1.0,363.0,395.0,4500.0,0.6921711996728385,3311.502763516574,3,3,3,9.0,Need Attention
110469,16.0,515.0,535.0,0.0,0.9686717387421326,0.7965636636385423,3,5,1,9.0,Need Attention
110778,1.0,119.0,325.0,360000.0,0.35568907740555533,160330.1325357545,3,3,5,11.0,Loyal
113498,0.0,0.0,333.0,0.0,1.0,1.412444077652457,3,1,1,5.0,Need Attention
113632,2.0,197.0,409.0,20250.0,0.49762696854592564,12966.919265917,3,4,5,12.0,Loyal
113777,0.0,0.0,84.0,0.0,1.0,3.7189969115366406,3,1,1,5.0,Need Attention
114028,2.0,380.0,491.0,30000.0,0.759105199823413,24989.492496291583,3,4,5,12.0,Loyal
114045,1.0,310.0,361.0,30000.0,0.6680409011317395,22985.74573875578,3,3,5,11.0,Loyal
114154,1.0,381.0,496.0,10500.0,0.6231802479460637,5710.302032046742,3,3,4,10.0,Loyal
114202,10.0,515.0,537.0,30000.0,0.9579364784961663,96477.19878489815,3,5,5,13.0,Champions
114341,1.0,368.0,534.0,4500.0,0.5786506893968891,2129.970035718507,3,3,3,9.0,Need Attention
114573,0.0,0.0,316.0,0.0,1.0,1.473908732102676,3,1,1,5.0,Need Attention
114768,2.0,363.0,483.0,7500.0,0.7451663439145524,6222.755434186913,3,4,4,11.0,Loyal
116891,0.0,0.0,308.0,0.0,1.0,1.504747732659019,3,1,1,5.0,Need Attention
117661,6.0,456.0,518.0,22300.0,0.9011328869226392,44943.04832322021,3,5,5,13.0,Champions
117700,0.0,0.0,399.0,0.0,1.0,1.2159972693286112,3,1,1,5.0,Need Attention
119514,0.0,0.0,337.0,0.0,1.0,1.398727987796927,3,1,1,5.0,Need Attention
120232,2.0,261.0,355.0,10500.0,0.7390657230809693,11269.618125415325,3,4,4,11.0,Loyal
121259,1.0,421.0,521.0,30000.0,0.6427099053687911,16111.272762885168,3,3,5,11.0,Loyal
121614,0.0,0.0,513.0,0.0,1.0,0.9810737061428109,3,1,1,5.0,Need Attention
122064,1.0,20.0,458.0,30000.0,0.04802532899141002,1347.779540827178,3,3,5,11.0,Loyal
122396,3.0,334.0,435.0,10500.0,0.7945776355107589,12942.61072980447,3,5,4,12.0,Loyal
122839,0.0,0.0,346.0,0.0,1.0,1.3688304553380217,3,1,1,5.0,Need Attention
123231,18.0,512.0,513.0,5136.666666666667,0.9839196521922499,30279.92289190784,3,5,4,12.0,Loyal
123759,0.0,0.0,343.0,0.0,1.0,1.3786516642190718,3,1,1,5.0,Need Attention
124752,3.0,390.0,503.0,9000.0,0.7981710323198598,9809.50104868216,3,5,4,12.0,Loyal
125228,0.0,0.0,339.0,0.0,1.0,1.391970487689606,3,1,1,5.0,Need Attention
125628,0.0,0.0,286.0,0.0,1.0,1.5967178749343933,3,1,1,5.0,Need Attention
125660,3.0,241.0,471.0,25000.0,0.4916735780640872,17786.139327545734,3,5,5,13.0,Champions
127013,0.0,0.0,141.0,0.0,1.0,2.6915734458067484,3,1,1,5.0,Need Attention
127358,106.0,537.0,538.0,12228.67924528302,0.9968237077850646,391101.2262562923,3,5,5,13.0,Champions
127375,0.0,0.0,422.0,0.0,1.0,1.1598846778972853,3,1,1,5.0,Need Attention
129075,2.0,327.0,482.0,74250.0,0.6922678027742144,57327.61984559291,3,4,5,12.0,Loyal
129602,0.0,0.0,350.0,0.0,1.0,1.3559534760832095,3,1,1,5.0,Need Attention
129954,2.0,445.0,447.0,10500.0,0.8589919573755233,10746.628444137856,3,4,4,11.0,Loyal
132179,1.0,358.0,477.0,4500.0,0.6143609789343184,2497.3901996496234,3,3,3,9.0,Need Attention
132650,0.0,0.0,45.0,0.0,1.0,5.087449509360588,3,1,1,5.0,Need Attention
133809,1.0,199.0,510.0,90000.0,0.35466954196261985,27177.146638632308,3,3,5,11.0,Loyal
134431,0.0,0.0,461.0,0.0,1.0,1.075793512641646,3,1,1,5.0,Need Attention
134573,0.0,0.0,212.0,0.0,1.0,2.0122257757425985,3,1,1,5.0,Need Attention
134852,1.0,514.0,541.0,4500.0,0.7034814516169123,2559.7749613813035,3,4,4,11.0,Loyal
135337,1.0,245.0,303.0,3960.0,0.6474256429010553,3403.3748967149345,3,4,3,10.0,Loyal
135619,3.0,427.0,539.0,119000.0,0.8093458270969419,123673.410949538,3,5,5,13.0,Champions
136538,1.0,446.0,448.0,4500.0,0.7200765824624986,3091.376305362107,3,4,4,11.0,Loyal
137645,3.0,439.0,446.0,4500.0,0.9020122973838207,6161.830733668051,3,5,4,12.0,Loyal
139560,4.0,496.0,511.0,30000.0,0.9208650196632483,45527.98199643782,3,5,5,13.0,Champions
139755,0.0,0.0,484.0,0.0,1.0,1.0317198862364747,3,1,1,5.0,Need Attention
140168,0.0,0.0,351.0,0.0,1.0,1.3527724081594645,3,1,1,5.0,Need Attention
140870,0.0,0.0,440.0,0.0,1.0,1.1194841931598005,3,1,1,5.0,Need Attention
142174,0.0,0.0,250.0,0.0,1.0,1.7746309631647317,3,1,1,5.0,Need Attention
143700,1.0,10.0,478.0,10500.0,0.03230514875840475,305.7569149006819,3,4,4,11.0,Loyal
144311,0.0,0.0,374.0,0.0,1.0,1.2835548930034246,3,1,1,5.0,Need Attention
144916,1.0,255.0,478.0,90000.0,0.4762069167083864,38624.28663299899,3,4,5,12.0,Loyal
145121,2.0,466.0,527.0,9870.0,0.8165385259101149,8307.914637758426,3,4,4,11.0,Loyal
145259,0.0,0.0,87.0,0.0,1.0,3.6448128211984168,3,1,1,5.0,Need Attention
145454,1.0,293.0,433.0,1200.0,0.5742889728449171,678.1796973164344,3,4,3,10.0,Loyal
145492,0.0,0.0,304.0,0.0,1.0,1.5206627635385832,3,1,1,5.0,Need Attention
146118,0.0,0.0,25.0,0.0,1.0,6.321764253048669,3,1,1,5.0,Need Attention
146484,0.0,0.0,125.0,0.0,1.0,2.9158106039937537,3,1,1,5.0,Need Attention
146815,0.0,0.0,258.0,0.0,1.0,1.7316966506006155,3,1,1,5.0,Need Attention
146816,2.0,371.0,520.0,4500.0,0.7178195654520397,3370.1095165331994,3,4,4,11.0,Loyal
147005,10.0,491.0,506.0,27690.0,0.9625026203533081,94349.75356063357,3,5,5,13.0,Champions
148081,0.0,0.0,62.0,0.0,1.0,4.3782615786815695,3,1,1,5.0,Need Attention
148357,0.0,0.0,276.0,0.0,1.0,1.6424030374489502,3,1,1,5.0,Need Attention
148640,0.0,0.0,346.0,0.0,1.0,1.3688304553380217,3,1,1,5.0,Need Attention
148657,0.0,0.0,120.0,0.0,1.0,2.994040683241578,3,1,1,5.0,Need Attention
149366,2.0,259.0,323.0,10500.0,0.779672722495725,12870.264089802802,3,4,4,11.0,Loyal
149970,1.0,369.0,511.0,10500.0,0.5981812125118684,5339.535487610493,3,4,4,11.0,Loyal
150525,3.0,101.0,534.0,23500.0,0.0412764553758074,1255.9887494195816,3,5,5,13.0,Champions
151988,1.0,368.0,405.0,10500.0,0.688033221800249,7515.853260822844,3,4,4,11.0,Loyal
152774,1.0,391.0,483.0,4500.0,0.6439259708266136,2589.1209822757414,3,4,4,11.0,Loyal
154276,0.0,0.0,202.0,0.0,1.0,2.0859543756246266,3,1,1,5.0,Need Attention
154578,1.0,376.0,451.0,9240.0,0.6556611087283525,5744.757651712033,3,4,4,11.0,Loyal
155108,0.0,0.0,301.0,0.0,1.0,1.5328247110882025,3,1,1,5.0,Need Attention
155657,0.0,0.0,270.0,0.0,1.0,1.6711106169562917,3,1,1,5.0,Need Attention
156732,1.0,26.0,385.0,168000.0,0.07486004758186847,13658.535394047036,3,4,5,12.0,Loyal
156793,1.0,397.0,491.0,15500.0,0.6433475613700457,8779.28052237701,3,4,5,12.0,Loyal
156832,0.0,0.0,479.0,0.0,1.0,1.0409889886213541,3,1,1,5.0,Need Attention
157137,1.0,188.0,505.0,10500.0,0.33865911539060556,3054.5505727290843,3,4,4,11.0,Loyal
157483,0.0,0.0,307.0,0.0,1.0,1.5086947709781804,3,1,1,5.0,Need Attention
158112,8.0,520.0,526.0,19741.822429875,0.9616974986528557,53385.95535626934,3,5,5,13.0,Champions
158279,0.0,0.0,252.0,0.0,1.0,1.7636957186870397,3,1,1,5.0,Need Attention
158483,1.0,340.0,498.0,11700.0,0.5757769077266073,5858.025935771125,3,4,4,11.0,Loyal
158583,0.0,0.0,265.0,0.0,1.0,1.695823799888643,3,1,1,5.0,Need Attention
159553,1.0,363.0,392.0,10500.0,0.6949084230894954,7805.469938888864,3,4,4,11.0,Loyal
159682,4.0,341.0,441.0,20250.0,0.8108135246035598,30808.812553021962,3,5,5,13.0,Champions
160769,4.0,330.0,535.0,38156.2523365,0.6094827777739115,36791.07822524648,3,5,5,13.0,Champions
160824,0.0,0.0,345.0,0.0,1.0,1.3720884334989882,3,1,1,5.0,Need Attention
161727,0.0,0.0,119.0,0.0,1.0,3.010211445701095,3,1,1,5.0,Need Attention
162424,8.0,406.0,534.0,45000.0,0.7468196496572593,93232.6059865524,3,5,5,13.0,Champions
162439,0.0,0.0,43.0,0.0,1.0,5.187384001431334,3,1,1,5.0,Need Attention
163119,0.0,0.0,267.0,0.0,1.0,1.6858499771720548,3,1,1,5.0,Need Attention
164183,1.0,385.0,497.0,90000.0,0.6264923350309045,49108.15832493744,3,4,5,12.0,Loyal
164287,1.0,71.0,472.0,30000.0,0.13091428201438446,3578.8671419136176,3,4,5,12.0,Loyal
165723,0.0,0.0,233.0,0.0,1.0,1.8734675405622665,3,1,1,5.0,Need Attention
166312,2.0,164.0,398.0,161250.0,0.40912760826130734,86901.8501154167,3,4,5,12.0,Loyal
166325,0.0,0.0,497.0,0.0,1.0,1.0083802282173173,3,1,1,5.0,Need Attention
166494,0.0,0.0,330.0,0.0,1.0,1.4229110954072333,3,1,1,5.0,Need Attention
166688,4.0,409.0,528.0,99000.0,0.8092982875655694,128249.30823157358,3,5,5,13.0,Champions
167328,0.0,0.0,206.0,0.0,1.0,2.055810521941188,3,1,1,5.0,Need Attention
167399,5.0,407.0,533.0,22800.0,0.7974695703552351,34230.70904398863,3,5,5,13.0,Champions
167865,2.0,398.0,483.0,10500.0,0.7877263930966955,9208.987468416108,3,4,4,11.0,Loyal
168000,0.0,0.0,342.0,0.0,1.0,1.3819571482255573,3,1,1,5.0,Need Attention
168260,1.0,353.0,405.0,90000.0,0.6728785308116821,62989.15541354533,3,4,5,12.0,Loyal
168346,0.0,0.0,192.0,0.0,1.0,2.1654211685778813,3,1,1,5.0,Need Attention
168509,0.0,0.0,507.0,0.0,1.0,0.9911374404077823,3,1,1,5.0,Need Attention
168726,0.0,0.0,455.0,0.0,1.0,1.087922000862173,3,1,1,5.0,Need Attention
168749,2.0,364.0,385.0,20250.0,0.8420728221005522,23111.49077443279,3,4,5,12.0,Loyal
169920,0.0,0.0,307.0,0.0,1.0,1.5086947709781804,3,1,1,5.0,Need Attention
170095,13.0,511.0,518.0,12000.0,0.9744614917257417,51373.89331821046,3,5,5,13.0,Champions
170531,3.0,394.0,460.0,10500.0,0.8493103233424514,13174.953151617985,3,5,4,12.0,Loyal
171044,0.0,0.0,23.0,0.0,1.0,6.482046762398733,3,1,1,5.0,Need Attention
171053,0.0,0.0,413.0,0.0,1.0,1.1812082507938544,3,1,1,5.0,Need Attention
171478,1.0,304.0,338.0,4500.0,0.6850505537112432,3738.0946064351033,3,4,4,11.0,Loyal
171501,0.0,0.0,330.0,0.0,1.0,1.4229110954072333,3,1,1,5.0,Need Attention
171504,0.0,0.0,212.0,0.0,1.0,2.0122257757425985,3,1,1,5.0,Need Attention
171844,1.0,219.0,283.0,10500.0,0.632164715123157,9312.25213049456,3,4,4,11.0,Loyal
172051,5.0,465.0,539.0,29280.0,0.8833547233210919,48209.031597976114,3,5,5,13.0,Champions
172173,1.0,330.0,372.0,30000.0,0.6796996082644581,22801.64079505442,3,4,5,12.0,Loyal
172240,1.0,263.0,378.0,10500.0,0.5875169577434506,6806.434600246612,3,4,4,11.0,Loyal
172314,1.0,13.0,204.0,5000.0,0.13122523274701867,1191.1611539335572,3,4,4,11.0,Loyal
172375,0.0,0.0,166.0,0.0,1.0,2.404357354002636,3,1,1,5.0,Need Attention
174970,1.0,383.0,395.0,10500.0,0.7110370520627095,7934.87892165953,3,4,4,11.0,Loyal
175232,2.0,167.0,527.0,66000.0,0.25647991053406843,17448.088756207053,3,4,5,12.0,Loyal
175304,0.0,0.0,416.0,0.0,1.0,1.1740130643879414,3,1,1,5.0,Need Attention
175552,0.0,0.0,230.0,0.0,1.0,1.89208511529044,3,1,1,5.0,Need Attention
176314,0.0,0.0,309.0,0.0,1.0,1.50082155806206,3,1,1,5.0,Need Attention
176517,0.0,0.0,34.0,0.0,1.0,5.694608829210391,3,1,1,5.0,Need Attention
176830,1.0,197.0,325.0,4500.0,0.5371332291221373,3028.1623694038494,3,4,4,11.0,Loyal
177876,0.0,0.0,156.0,0.0,1.0,2.511346151316327,3,1,1,5.0,Need Attention
179208,0.0,0.0,127.0,0.0,1.0,2.885689297699549,3,1,1,5.0,Need Attention
179237,1.0,234.0,384.0,90000.0,0.5349318385046187,52402.443099993056,3,4,5,12.0,Loyal
179348,0.0,0.0,342.0,0.0,1.0,1.3819571482255573,3,1,1,5.0,Need Attention
180148,2.0,257.0,532.0,10500.0,0.48588591855047913,5215.264728182009,3,4,4,11.0,Loyal
181205,0.0,0.0,89.0,0.0,1.0,3.5970509838808544,3,1,1,5.0,Need Attention
182540,1.0,345.0,408.0,4500.0,0.6616053610635771,3078.834921381848,3,4,4,11.0,Loyal
183571,0.0,0.0,255.0,0.0,1.0,1.7475473127904584,3,1,1,5.0,Need Attention
184037,1.0,244.0,386.0,10500.0,0.549316763747393,6251.692534230236,3,4,4,11.0,Loyal
184088,0.0,0.0,128.0,0.0,1.0,2.8708685848825897,3,1,1,5.0,Need Attention
184508,0.0,0.0,477.0,0.0,1.0,1.0447437617787771,3,1,1,5.0,Need Attention
184999,0.0,0.0,267.0,0.0,1.0,1.6858499771720548,3,1,1,5.0,Need Attention
185543,0.0,0.0,135.0,0.0,1.0,2.7713678610789376,3,1,1,5.0,Need Attention
186690,0.0,0.0,478.0,0.0,1.0,1.0428629717669793,3,1,1,5.0,Need Attention
186693,0.0,0.0,378.0,0.0,1.0,1.272240734621011,3,1,1,5.0,Need Attention
187176,4.0,312.0,481.0,16125.0,0.6642073250755667,18622.21713540764,3,5,5,13.0,Champions
